"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.343891005E1,-2.377499962E1,8.550000191E0,-2.355000114E1,3.453919026E1
1.344891005E1,-2.376250076E1,8.512499809E0,-2.360000038E1,3.455544984E1
1.345891005E1,-2.368750000E1,8.525000572E0,-2.355000114E1,3.447282763E1
1.346891005E1,-2.364999962E1,8.525000572E0,-2.347500038E1,3.439583928E1
1.347891005E1,-2.364999962E1,8.500000000E0,-2.346249962E1,3.438111939E1
1.348891005E1,-2.362500000E1,8.512499809E0,-2.341250038E1,3.433290626E1
1.349891005E1,-2.362500000E1,8.487500191E0,-2.338750076E1,3.430967030E1
1.350891005E1,-2.362500000E1,8.425000191E0,-2.343750000E1,3.432837980E1
1.351891005E1,-2.361250114E1,8.425000191E0,-2.341250038E1,3.430271145E1
1.352891005E1,-2.362500000E1,8.449999809E0,-2.330000114E1,3.424081154E1
1.353891005E1,-2.370000076E1,8.462500572E0,-2.336250114E1,3.433817718E1
1.354891005E1,-2.378750038E1,8.437500000E0,-2.345000076E1,3.445198276E1
1.355891005E1,-2.385000038E1,8.449999809E0,-2.347500038E1,3.451522357E1
1.356891005E1,-2.389999962E1,8.449999809E0,-2.348750114E1,3.455828683E1
1.357891005E1,-2.392500114E1,8.425000191E0,-2.358749962E1,3.463750058E1
1.358891005E1,-2.386250114E1,8.437500000E0,-2.360000038E1,3.460592991E1
1.359891005E1,-2.380000114E1,8.412500381E0,-2.362500000E1,3.457384622E1
1.360891005E1,-2.380000114E1,8.375000000E0,-2.368750000E1,3.460748959E1
1.361891005E1,-2.380000114E1,8.375000000E0,-2.360000038E1,3.454765835E1
1.362891005E1,-2.376250076E1,8.400000572E0,-2.351250076E1,3.446816131E1
1.363891005E1,-2.372500038E1,8.412500381E0,-2.348750114E1,3.442830980E1
1.364891005E1,-2.373750114E1,8.437500000E0,-2.356250000E1,3.449422811E1
1.365891005E1,-2.371249962E1,8.475000381E0,-2.348750114E1,3.443502548E1
1.366891005E1,-2.372500038E1,8.500000000E0,-2.332500076E1,3.433920942E1
1.367891005E1,-2.375000000E1,8.550000191E0,-2.327499962E1,3.433497649E1
1.368891005E1,-2.375000000E1,8.600000381E0,-2.330000114E1,3.436440833E1
1.369891005E1,-2.371249962E1,8.612500191E0,-2.337500000E1,3.439256348E1
1.370891005E1,-2.368750000E1,8.612500191E0,-2.339999962E1,3.439233633E1
1.371891005E1,-2.366250038E1,8.612500191E0,-2.338750076E1,3.436661572E1
1.372891005E1,-2.362500000E1,8.587500572E0,-2.332500076E1,3.429200274E1
1.373891005E1,-2.364999962E1,8.550000191E0,-2.336250114E1,3.432537611E1
1.374891005E1,-2.368750000E1,8.537500381E0,-2.335000038E1,3.433961396E1
1.375891005E1,-2.370000076E1,8.537500381E0,-2.335000038E1,3.434823819E1
1.376891005E1,-2.368750000E1,8.487500191E0,-2.338750076E1,3.435273654E1
1.377891005E1,-2.366250038E1,8.425000191E0,-2.333749962E1,3.428605316E1
1.378891005E1,-2.363750076E1,8.387499809E0,-2.335000038E1,3.426812095E1
1.379891005E1,-2.363750076E1,8.375000000E0,-2.339999962E1,3.429915523E1
1.380891005E1,-2.366250038E1,8.412500381E0,-2.337500000E1,3.430852244E1
1.381891005E1,-2.368750000E1,8.449999809E0,-2.337500000E1,3.433497893E1
1.382891005E1,-2.370000076E1,8.462500572E0,-2.343750000E1,3.438924771E1
1.383891005E1,-2.370000076E1,8.475000381E0,-2.342500114E1,3.438380936E1
1.384891005E1,-2.368750000E1,8.512499809E0,-2.332500076E1,3.431640963E1
1.385891005E1,-2.371249962E1,8.562500000E0,-2.323750114E1,3.428673948E1
1.386891005E1,-2.381250000E1,8.600000381E0,-2.310000038E1,3.427251348E1
1.387891005E1,-2.387500000E1,8.650000572E0,-2.297500038E1,3.424454376E1
1.388891005E1,-2.388750076E1,8.650000572E0,-2.297500038E1,3.425326036E1
1.389891005E1,-2.387500000E1,8.650000572E0,-2.293750000E1,3.421939569E1
1.390891005E1,-2.388750076E1,8.650000572E0,-2.292500114E1,3.421974401E1
1.391891005E1,-2.389999962E1,8.650000572E0,-2.300000000E1,3.427874694E1
1.392891005E1,-2.391250038E1,8.625000000E0,-2.306250000E1,3.432312931E1
1.393891005E1,-2.391250038E1,8.600000381E0,-2.312500000E1,3.435888977E1
1.394891005E1,-2.386250114E1,8.612500191E0,-2.308749962E1,3.430199351E1
1.395891005E1,-2.377499962E1,8.587500572E0,-2.303750038E1,3.420120169E1
1.396891005E1,-2.373750114E1,8.600000381E0,-2.302499962E1,3.416986354E1
1.397891005E1,-2.371249962E1,8.612500191E0,-2.308749962E1,3.419781333E1
1.398891005E1,-2.370000076E1,8.600000381E0,-2.308749962E1,3.418600125E1
1.399891005E1,-2.373750114E1,8.562500000E0,-2.300000000E1,3.414359921E1
1.400891005E1,-2.378750038E1,8.574999809E0,-2.291250038E1,3.412269728E1
1.401891005E1,-2.376250076E1,8.600000381E0,-2.289999962E1,3.410317334E1
1.402891005E1,-2.373750114E1,8.600000381E0,-2.300000000E1,3.415302281E1
1.403891005E1,-2.373750114E1,8.600000381E0,-2.303750038E1,3.417828830E1
1.404891005E1,-2.371249962E1,8.600000381E0,-2.297500038E1,3.411881134E1
1.405891005E1,-2.370000076E1,8.600000381E0,-2.287500000E1,3.404285046E1
1.406891005E1,-2.370000076E1,8.574999809E0,-2.281250000E1,3.399457036E1
1.407891005E1,-2.364999962E1,8.574999809E0,-2.278750038E1,3.394294149E1
1.408891005E1,-2.362500000E1,8.574999809E0,-2.278750038E1,3.392552756E1
1.409891005E1,-2.368750000E1,8.525000572E0,-2.285000038E1,3.399846774E1
1.410891005E1,-2.372500038E1,8.475000381E0,-2.288750076E1,3.403731725E1
1.411891005E1,-2.378750038E1,8.462500572E0,-2.293750000E1,3.411140567E1
1.412891005E1,-2.380000114E1,8.449999809E0,-2.303750038E1,3.418433815E1
1.413891005E1,-2.377499962E1,8.425000191E0,-2.312500000E1,3.421983139E1
1.414891005E1,-2.380000114E1,8.437500000E0,-2.330000114E1,3.435871817E1
1.415891005E1,-2.386250114E1,8.462500572E0,-2.346249962E1,3.451842646E1
1.416891005E1,-2.387500000E1,8.475000381E0,-2.357500076E1,3.460667446E1
1.417891005E1,-2.385000038E1,8.525000572E0,-2.362500000E1,3.463580197E1
1.418891005E1,-2.382500076E1,8.562500000E0,-2.366250038E1,3.465344127E1
1.419891005E1,-2.380000114E1,8.512499809E0,-2.372500038E1,3.466667493E1
1.420891005E1,-2.380000114E1,8.475000381E0,-2.376250076E1,3.468316780E1
1.421891005E1,-2.382500076E1,8.475000381E0,-2.368750000E1,3.464901079E1
1.422891005E1,-2.380000114E1,8.487500191E0,-2.357500076E1,3.455804356E1
1.423891005E1,-2.376250076E1,8.500000000E0,-2.345000076E1,3.445009402E1
1.424891005E1,-2.372500038E1,8.525000572E0,-2.338750076E1,3.438788260E1
1.425891005E1,-2.373750114E1,8.537500381E0,-2.335000038E1,3.437412386E1
1.426891005E1,-2.373750114E1,8.562500000E0,-2.327499962E1,3.432944762E1
1.427891005E1,-2.377499962E1,8.612500191E0,-2.317500114E1,3.430023971E1
1.428891005E1,-2.386250114E1,8.637499809E0,-2.300000000E1,3.424945786E1
1.429891005E1,-2.387500000E1,8.650000572E0,-2.293750000E1,3.421939569E1
1.430891005E1,-2.389999962E1,8.650000572E0,-2.296249962E1,3.425359661E1
1.431891005E1,-2.391250038E1,8.625000000E0,-2.300000000E1,3.428116538E1
1.432891005E1,-2.389999962E1,8.587500572E0,-2.300000000E1,3.426302888E1
1.433891005E1,-2.388750076E1,8.537500381E0,-2.301250076E1,3.425020871E1
1.434891005E1,-2.388750076E1,8.487500191E0,-2.307500076E1,3.427981932E1
1.435891005E1,-2.385000038E1,8.462500572E0,-2.312500000E1,3.428122021E1
1.436891005E1,-2.378750038E1,8.475000381E0,-2.321249962E1,3.430001377E1
1.437891005E1,-2.377499962E1,8.525000572E0,-2.326250076E1,3.433759140E1
1.438891005E1,-2.371249962E1,8.550000191E0,-2.320000076E1,3.425821328E1
1.439891005E1,-2.367500114E1,8.525000572E0,-2.317500114E1,3.420909224E1
1.440891005E1,-2.368750000E1,8.487500191E0,-2.322500038E1,3.424231240E1
1.441891005E1,-2.366250038E1,8.487500191E0,-2.320000076E1,3.420806366E1
1.442891005E1,-2.362500000E1,8.487500191E0,-2.312500000E1,3.413127465E1
1.443891005E1,-2.363750076E1,8.475000381E0,-2.307500076E1,3.410297251E1
1.444891005E1,-2.363750076E1,8.449999809E0,-2.301250076E1,3.405450235E1
1.445891005E1,-2.360000038E1,8.437500000E0,-2.292500114E1,3.396626417E1
1.446891005E1,-2.363750076E1,8.437500000E0,-2.292500114E1,3.399233040E1
1.447891005E1,-2.364999962E1,8.500000000E0,-2.297500038E1,3.405030285E1
1.448891005E1,-2.362500000E1,8.550000191E0,-2.288750076E1,3.398647995E1
1.449891005E1,-2.363750076E1,8.587500572E0,-2.285000038E1,3.397939266E1
1.450891005E1,-2.362500000E1,8.625000000E0,-2.286250114E1,3.398860410E1
1.451891005E1,-2.357500076E1,8.612500191E0,-2.289999962E1,3.397595919E1
1.452891005E1,-2.360000038E1,8.612500191E0,-2.296249962E1,3.403544573E1
1.453891005E1,-2.364999962E1,8.612500191E0,-2.305000114E1,3.412916926E1
1.454891005E1,-2.364999962E1,8.574999809E0,-2.310000038E1,3.415352282E1
1.455891005E1,-2.363750076E1,8.512499809E0,-2.313750076E1,3.415461955E1
1.456891005E1,-2.362500000E1,8.512499809E0,-2.323750114E1,3.421380916E1
1.457891005E1,-2.358749962E1,8.537500381E0,-2.327499962E1,3.421965310E1
1.458891005E1,-2.357500076E1,8.512499809E0,-2.335000038E1,3.425588755E1
1.459891005E1,-2.358749962E1,8.525000572E0,-2.345000076E1,3.433581670E1
1.460891005E1,-2.355000114E1,8.550000191E0,-2.351250076E1,3.435902719E1
1.461891005E1,-2.352499962E1,8.537500381E0,-2.361250114E1,3.440733541E1
1.462891005E1,-2.348750114E1,8.550000191E0,-2.355000114E1,3.434192434E1
1.463891005E1,-2.345000076E1,8.562500000E0,-2.347500038E1,3.426798192E1
1.464891005E1,-2.347500038E1,8.550000191E0,-2.343750000E1,3.425630675E1
1.465891005E1,-2.355000114E1,8.512499809E0,-2.347500038E1,3.432405643E1
1.466891005E1,-2.361250114E1,8.512499809E0,-2.350000000E1,3.438404955E1
1.467891005E1,-2.362500000E1,8.487500191E0,-2.351250076E1,3.439499930E1
1.468891005E1,-2.364999962E1,8.425000191E0,-2.350000000E1,3.438826995E1
1.469891005E1,-2.366250038E1,8.412500381E0,-2.343750000E1,3.435113525E1
1.470891005E1,-2.370000076E1,8.412500381E0,-2.347500038E1,3.440255574E1
1.471891005E1,-2.376250076E1,8.412500381E0,-2.356250000E1,3.450533309E1
1.472891005E1,-2.380000114E1,8.387499809E0,-2.363750076E1,3.457631631E1
1.473891005E1,-2.381250000E1,8.400000572E0,-2.357500076E1,3.454527213E1
1.474891005E1,-2.382500076E1,8.449999809E0,-2.352499962E1,3.453199625E1
1.475891005E1,-2.382500076E1,8.500000000E0,-2.350000000E1,3.452724520E1
1.476891005E1,-2.378750038E1,8.537500381E0,-2.347500038E1,3.449361869E1
1.477891005E1,-2.375000000E1,8.574999809E0,-2.343750000E1,3.445155335E1
1.478891005E1,-2.376250076E1,8.574999809E0,-2.339999962E1,3.443467796E1
1.479891005E1,-2.375000000E1,8.587500572E0,-2.331250000E1,3.436975883E1
1.480891005E1,-2.368750000E1,8.625000000E0,-2.325000000E1,3.429359680E1
1.481891005E1,-2.363750076E1,8.637499809E0,-2.323750114E1,3.425374877E1
1.482891005E1,-2.361250114E1,8.612500191E0,-2.322500038E1,3.422171843E1
1.483891005E1,-2.358749962E1,8.600000381E0,-2.318750000E1,3.417587308E1
1.484891005E1,-2.361250114E1,8.587500572E0,-2.318750000E1,3.418999170E1
1.485891005E1,-2.366250038E1,8.550000191E0,-2.330000114E1,3.429149284E1
1.486891005E1,-2.363750076E1,8.525000572E0,-2.333749962E1,3.429352658E1
1.487891005E1,-2.360000038E1,8.525000572E0,-2.327499962E1,3.422515537E1
1.488891005E1,-2.363750076E1,8.512499809E0,-2.321249962E1,3.420547082E1
1.489891005E1,-2.363750076E1,8.512499809E0,-2.318750000E1,3.418851052E1
1.490891005E1,-2.364999962E1,8.512499809E0,-2.316250038E1,3.418020712E1
1.491891005E1,-2.370000076E1,8.512499809E0,-2.312500000E1,3.418944741E1
1.492891005E1,-2.371249962E1,8.525000572E0,-2.313750076E1,3.420968013E1
1.493891005E1,-2.367500114E1,8.525000572E0,-2.317500114E1,3.420909224E1
1.494891005E1,-2.366250038E1,8.525000572E0,-2.323750114E1,3.424282434E1
1.495891005E1,-2.364999962E1,8.525000572E0,-2.336250114E1,3.431915757E1
1.496891005E1,-2.360000038E1,8.537500381E0,-2.342500114E1,3.433044726E1
1.497891005E1,-2.361250114E1,8.512499809E0,-2.346249962E1,3.435843058E1
1.498891005E1,-2.361250114E1,8.512499809E0,-2.351250076E1,3.439259449E1
1.499891005E1,-2.355000114E1,8.525000572E0,-2.353750038E1,3.436993036E1
1.500891005E1,-2.348750114E1,8.500000000E0,-2.352499962E1,3.431236391E1
1.501891005E1,-2.346249962E1,8.500000000E0,-2.346249962E1,3.425241271E1
1.502891005E1,-2.345000076E1,8.512499809E0,-2.341250038E1,3.421272224E1
1.503891005E1,-2.348750114E1,8.475000381E0,-2.343750000E1,3.424623699E1
1.504891005E1,-2.352499962E1,8.437500000E0,-2.356250000E1,3.434833940E1
1.505891005E1,-2.350000000E1,8.437500000E0,-2.356250000E1,3.433122212E1
1.506891005E1,-2.348750114E1,8.425000191E0,-2.346249962E1,3.425101789E1
1.507891005E1,-2.350000000E1,8.375000000E0,-2.337500000E1,3.418744287E1
1.508891005E1,-2.352499962E1,8.375000000E0,-2.332500076E1,3.417048277E1
1.509891005E1,-2.352499962E1,8.387499809E0,-2.336250114E1,3.419915525E1
1.510891005E1,-2.352499962E1,8.387499809E0,-2.342500114E1,3.424188135E1
1.511891005E1,-2.351250076E1,8.400000572E0,-2.338750076E1,3.421071314E1
1.512891005E1,-2.351250076E1,8.412500381E0,-2.333749962E1,3.417962468E1
1.513891005E1,-2.352499962E1,8.387499809E0,-2.343750000E1,3.425043308E1
1.514891005E1,-2.350000000E1,8.387499809E0,-2.361250114E1,3.435331663E1
1.515891005E1,-2.347500038E1,8.412500381E0,-2.375000000E1,3.443701941E1
1.516891005E1,-2.350000000E1,8.462500572E0,-2.378750038E1,3.449215984E1
1.517891005E1,-2.353750038E1,8.475000381E0,-2.366250038E1,3.443477138E1
1.518891005E1,-2.357500076E1,8.475000381E0,-2.356250000E1,3.439182604E1
1.519891005E1,-2.361250114E1,8.500000000E0,-2.348750114E1,3.437241511E1
1.520891005E1,-2.360000038E1,8.525000572E0,-2.337500000E1,3.429323953E1
1.521891005E1,-2.357500076E1,8.537500381E0,-2.326250076E1,3.420253668E1
1.522891005E1,-2.362500000E1,8.574999809E0,-2.313750076E1,3.416160401E1
1.523891005E1,-2.370000076E1,8.574999809E0,-2.313750076E1,3.421351487E1
1.524891005E1,-2.371249962E1,8.562500000E0,-2.320000076E1,3.426133506E1
1.525891005E1,-2.373750114E1,8.550000191E0,-2.330000114E1,3.434328926E1
1.526891005E1,-2.372500038E1,8.525000572E0,-2.341250038E1,3.440488994E1
1.527891005E1,-2.371249962E1,8.475000381E0,-2.346249962E1,3.441797725E1
1.528891005E1,-2.373750114E1,8.475000381E0,-2.348750114E1,3.445224669E1
1.529891005E1,-2.376250076E1,8.487500191E0,-2.342500114E1,3.442999827E1
1.530891005E1,-2.373750114E1,8.475000381E0,-2.342500114E1,3.440966827E1
1.531891005E1,-2.367500114E1,8.449999809E0,-2.341250038E1,3.435190461E1
1.532891005E1,-2.363750076E1,8.437500000E0,-2.337500000E1,3.429742663E1
1.533891005E1,-2.361250114E1,8.387499809E0,-2.337500000E1,3.426792944E1
1.534891005E1,-2.360000038E1,8.362500191E0,-2.335000038E1,3.423614969E1
1.535891005E1,-2.358749962E1,8.412500381E0,-2.330000114E1,3.420570646E1
1.536891005E1,-2.357500076E1,8.425000191E0,-2.326250076E1,3.417462847E1
1.537891005E1,-2.355000114E1,8.412500381E0,-2.323750114E1,3.413728425E1
1.538891005E1,-2.355000114E1,8.449999809E0,-2.318750000E1,3.411253739E1
1.539891005E1,-2.356250000E1,8.525000572E0,-2.313750076E1,3.410587900E1
1.540891005E1,-2.357500076E1,8.550000191E0,-2.303750038E1,3.405304080E1
1.541891005E1,-2.355000114E1,8.612500191E0,-2.291250038E1,3.396704855E1
1.542891005E1,-2.353750038E1,8.675000191E0,-2.277499962E1,3.388170834E1
1.543891005E1,-2.356250000E1,8.662500381E0,-2.270000076E1,3.384553669E1
1.544891005E1,-2.358749962E1,8.675000191E0,-2.276250076E1,3.390806995E1
1.545891005E1,-2.362500000E1,8.712500572E0,-2.286250114E1,3.401091369E1
1.546891005E1,-2.363750076E1,8.675000191E0,-2.297500038E1,3.408574061E1
1.547891005E1,-2.363750076E1,8.637499809E0,-2.301250076E1,3.410151077E1
1.548891005E1,-2.363750076E1,8.637499809E0,-2.305000114E1,3.412682813E1
1.549891005E1,-2.366250038E1,8.612500191E0,-2.314999962E1,3.420543182E1
1.550891005E1,-2.370000076E1,8.625000000E0,-2.328750038E1,3.432766137E1
1.551891005E1,-2.367500114E1,8.662500381E0,-2.339999962E1,3.439628722E1
1.552891005E1,-2.363750076E1,8.637499809E0,-2.347500038E1,3.441530892E1
1.553891005E1,-2.357500076E1,8.600000381E0,-2.347500038E1,3.436300788E1
1.554891005E1,-2.350000000E1,8.612500191E0,-2.343750000E1,3.428908814E1
1.555891005E1,-2.348750114E1,8.612500191E0,-2.352499962E1,3.434040589E1
1.556891005E1,-2.346249962E1,8.637499809E0,-2.351250076E1,3.432102830E1
1.557891005E1,-2.342500114E1,8.725000381E0,-2.336250114E1,3.421494951E1
1.558891005E1,-2.338750076E1,8.725000381E0,-2.321249962E1,3.408696176E1
1.559891005E1,-2.341250038E1,8.662500381E0,-2.312500000E1,3.402866016E1
1.560891005E1,-2.339999962E1,8.650000572E0,-2.308749962E1,3.399139789E1
1.561891005E1,-2.346249962E1,8.650000572E0,-2.308749962E1,3.403445367E1
1.562891005E1,-2.357500076E1,8.637499809E0,-2.308749962E1,3.410893875E1
1.563891005E1,-2.362500000E1,8.637499809E0,-2.306250000E1,3.412661621E1
1.564891005E1,-2.367500114E1,8.600000381E0,-2.311250114E1,3.418557291E1
1.565891005E1,-2.372500038E1,8.525000572E0,-2.316250038E1,3.423525525E1
1.566891005E1,-2.376250076E1,8.512499809E0,-2.314999962E1,3.424969457E1
1.567891005E1,-2.376250076E1,8.525000572E0,-2.311250114E1,3.422747122E1
1.568891005E1,-2.373750114E1,8.475000381E0,-2.310000038E1,3.418924699E1
1.569891005E1,-2.371249962E1,8.425000191E0,-2.314999962E1,3.419335825E1
1.570891005E1,-2.367500114E1,8.400000572E0,-2.322500038E1,3.421207874E1
1.571891005E1,-2.367500114E1,8.400000572E0,-2.320000076E1,3.419511258E1
1.572891005E1,-2.363750076E1,8.437500000E0,-2.317500114E1,3.416143332E1
1.573891005E1,-2.361250114E1,8.449999809E0,-2.320000076E1,3.416420265E1
1.574891005E1,-2.360000038E1,8.437500000E0,-2.328750038E1,3.421197303E1
1.575891005E1,-2.360000038E1,8.425000191E0,-2.343750000E1,3.431117970E1
1.576891005E1,-2.366250038E1,8.462500572E0,-2.345000076E1,3.437194170E1
1.577891005E1,-2.370000076E1,8.550000191E0,-2.335000038E1,3.435134724E1
1.578891005E1,-2.366250038E1,8.600000381E0,-2.325000000E1,3.427005152E1
1.579891005E1,-2.360000038E1,8.600000381E0,-2.318750000E1,3.418450206E1
1.580891005E1,-2.358749962E1,8.537500381E0,-2.307500076E1,3.408393626E1
1.581891005E1,-2.358749962E1,8.525000572E0,-2.306250000E1,3.407234479E1
1.582891005E1,-2.353750038E1,8.562500000E0,-2.312500000E1,3.408952853E1
1.583891005E1,-2.348750114E1,8.625000000E0,-2.306250000E1,3.402840345E1
1.584891005E1,-2.346249962E1,8.687500000E0,-2.300000000E1,3.398472517E1
1.585891005E1,-2.347500038E1,8.650000572E0,-2.305000114E1,3.401765285E1
1.586891005E1,-2.350000000E1,8.637499809E0,-2.310000038E1,3.406561933E1
1.587891005E1,-2.352499962E1,8.662500381E0,-2.314999962E1,3.412311537E1
1.588891005E1,-2.361250114E1,8.712500572E0,-2.321249962E1,3.423854575E1
1.589891005E1,-2.367500114E1,8.750000000E0,-2.323750114E1,3.430815703E1
1.590891005E1,-2.371249962E1,8.725000381E0,-2.327499962E1,3.435307668E1
1.591891005E1,-2.376250076E1,8.712500572E0,-2.332500076E1,3.441830573E1
1.592891005E1,-2.376250076E1,8.675000191E0,-2.335000038E1,3.442578378E1
1.593891005E1,-2.371249962E1,8.687500000E0,-2.336250114E1,3.440293235E1
1.594891005E1,-2.371249962E1,8.699999809E0,-2.336250114E1,3.440609095E1
1.595891005E1,-2.372500038E1,8.699999809E0,-2.332500076E1,3.438926141E1
1.596891005E1,-2.367500114E1,8.699999809E0,-2.335000038E1,3.437176448E1
1.597891005E1,-2.364999962E1,8.675000191E0,-2.336250114E1,3.435672525E1
1.598891005E1,-2.364999962E1,8.662500381E0,-2.332500076E1,3.432807969E1
1.599891005E1,-2.364999962E1,8.675000191E0,-2.332500076E1,3.433123608E1
1.600891005E1,-2.367500114E1,8.712500572E0,-2.331250000E1,3.434946872E1
1.601891005E1,-2.371249962E1,8.737500191E0,-2.327499962E1,3.435625351E1
1.602891005E1,-2.371249962E1,8.750000000E0,-2.325000000E1,3.434250483E1
1.603891005E1,-2.372500038E1,8.725000381E0,-2.327499962E1,3.436170662E1
1.604891005E1,-2.375000000E1,8.699999809E0,-2.318750000E1,3.431344712E1
1.605891005E1,-2.376250076E1,8.687500000E0,-2.314999962E1,3.429360846E1
1.606891005E1,-2.376250076E1,8.687500000E0,-2.317500114E1,3.431049077E1
1.607891005E1,-2.373750114E1,8.637499809E0,-2.320000076E1,3.429745470E1
1.608891005E1,-2.367500114E1,8.587500572E0,-2.316250038E1,3.421625738E1
1.609891005E1,-2.360000038E1,8.562500000E0,-2.312500000E1,3.413271230E1
1.610891005E1,-2.357500076E1,8.487500191E0,-2.317500114E1,3.413061673E1
1.611891005E1,-2.355000114E1,8.475000381E0,-2.322500038E1,3.414423565E1
1.612891005E1,-2.351250076E1,8.487500191E0,-2.335000038E1,3.420669334E1
1.613891005E1,-2.347500038E1,8.475000381E0,-2.341250038E1,3.422055593E1
1.614891005E1,-2.342500114E1,8.449999809E0,-2.335000038E1,3.413730647E1
1.615891005E1,-2.341250038E1,8.437500000E0,-2.326250076E1,3.406582631E1
1.616891005E1,-2.343750000E1,8.437500000E0,-2.336250114E1,3.415134364E1
1.617891005E1,-2.350000000E1,8.425000191E0,-2.345000076E1,3.425103158E1
1.618891005E1,-2.355000114E1,8.475000381E0,-2.343750000E1,3.428913227E1
1.619891005E1,-2.356250000E1,8.512499809E0,-2.333749962E1,3.423876382E1
1.620891005E1,-2.357500076E1,8.500000000E0,-2.323750114E1,3.417619230E1
1.621891005E1,-2.361250114E1,8.512499809E0,-2.323750114E1,3.420517976E1
1.622891005E1,-2.366250038E1,8.512499809E0,-2.322500038E1,3.423123165E1
1.623891005E1,-2.371249962E1,8.500000000E0,-2.325000000E1,3.427966071E1
1.624891005E1,-2.371249962E1,8.487500191E0,-2.322500038E1,3.425961092E1
1.625891005E1,-2.367500114E1,8.449999809E0,-2.312500000E1,3.415660699E1
1.626891005E1,-2.367500114E1,8.425000191E0,-2.301250076E1,3.407435251E1
1.627891005E1,-2.366250038E1,8.400000572E0,-2.307500076E1,3.410175353E1
1.628891005E1,-2.363750076E1,8.362500191E0,-2.322500038E1,3.417694390E1
1.629891005E1,-2.363750076E1,8.350000381E0,-2.323750114E1,3.418238447E1
1.630891005E1,-2.362500000E1,8.375000000E0,-2.322500038E1,3.417136071E1
1.631891005E1,-2.361250114E1,8.425000191E0,-2.317500114E1,3.414105324E1
1.632891005E1,-2.358749962E1,8.425000191E0,-2.314999962E1,3.410679183E1
1.633891005E1,-2.357500076E1,8.400000572E0,-2.318750000E1,3.411745634E1
1.634891005E1,-2.357500076E1,8.412500381E0,-2.320000076E1,3.412903249E1
1.635891005E1,-2.362500000E1,8.462500572E0,-2.318750000E1,3.416745084E1
1.636891005E1,-2.367500114E1,8.537500381E0,-2.307500076E1,3.414454938E1
