"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.299891005E1,-7.787499905E0,-2.155000114E1,-2.527499962E1,3.411558749E1
2.300891005E1,-7.800000191E0,-2.152499962E1,-2.513750076E1,3.400087581E1
2.301891005E1,-7.812500000E0,-2.150000000E1,-2.510000038E1,3.396019987E1
2.302891005E1,-7.862500191E0,-2.145000076E1,-2.505000114E1,3.390315619E1
2.303891005E1,-7.900000095E0,-2.142500114E1,-2.503750038E1,3.388682784E1
2.304891005E1,-7.912499905E0,-2.142500114E1,-2.502499962E1,3.388050966E1
2.305891005E1,-7.887500286E0,-2.143750000E1,-2.505000114E1,3.390105639E1
2.306891005E1,-7.887500286E0,-2.146249962E1,-2.513750076E1,3.398154639E1
2.307891005E1,-7.900000095E0,-2.148750114E1,-2.518750000E1,3.403722761E1
2.308891005E1,-7.912499905E0,-2.150000000E1,-2.511250114E1,3.399257814E1
2.309891005E1,-7.937500000E0,-2.148750114E1,-2.510000038E1,3.398126882E1
2.310891005E1,-7.937500000E0,-2.148750114E1,-2.510000038E1,3.398126882E1
2.311891005E1,-7.925000191E0,-2.150000000E1,-2.518750000E1,3.405092927E1
2.312891005E1,-7.887500286E0,-2.153750038E1,-2.533749962E1,3.417697281E1
2.313891005E1,-7.875000000E0,-2.155000114E1,-2.546249962E1,3.427472919E1
2.314891005E1,-7.862500191E0,-2.156250000E1,-2.547500038E1,3.428900640E1
2.315891005E1,-7.862500191E0,-2.160000038E1,-2.553750038E1,3.435902867E1
2.316891005E1,-7.825000286E0,-2.162500000E1,-2.566250038E1,3.445918136E1
2.317891005E1,-7.775000095E0,-2.162500000E1,-2.571249962E1,3.448512561E1
2.318891005E1,-7.762500286E0,-2.162500000E1,-2.562500000E1,3.441711290E1
2.319891005E1,-7.775000095E0,-2.162500000E1,-2.543750000E1,3.428057260E1
2.320891005E1,-7.825000286E0,-2.162500000E1,-2.530000114E1,3.419007623E1
2.321891005E1,-7.887500286E0,-2.162500000E1,-2.521249962E1,3.413976307E1
2.322891005E1,-7.925000191E0,-2.161250114E1,-2.522500038E1,3.414976542E1
2.323891005E1,-7.925000191E0,-2.157500076E1,-2.527499962E1,3.416301936E1
2.324891005E1,-7.925000191E0,-2.156250000E1,-2.526250076E1,3.414587792E1
2.325891005E1,-7.925000191E0,-2.156250000E1,-2.517500114E1,3.408119301E1
2.326891005E1,-7.900000095E0,-2.158749962E1,-2.518750000E1,3.410044424E1
2.327891005E1,-7.900000095E0,-2.163750076E1,-2.539999962E1,3.428923186E1
2.328891005E1,-7.925000191E0,-2.163750076E1,-2.551250076E1,3.437840547E1
2.329891005E1,-7.887500286E0,-2.160000038E1,-2.552499962E1,3.435546947E1
2.330891005E1,-7.825000286E0,-2.158749962E1,-2.553750038E1,3.434260757E1
2.331891005E1,-7.787499905E0,-2.158749962E1,-2.553750038E1,3.433408249E1
2.332891005E1,-7.775000095E0,-2.161250114E1,-2.557500076E1,3.437486722E1
2.333891005E1,-7.750000000E0,-2.164999962E1,-2.562500000E1,3.443001029E1
2.334891005E1,-7.750000000E0,-2.164999962E1,-2.571249962E1,3.449518256E1
2.335891005E1,-7.750000000E0,-2.162500000E1,-2.567500114E1,3.445154291E1
2.336891005E1,-7.750000000E0,-2.163750076E1,-2.573750114E1,3.450598360E1
2.337891005E1,-7.750000000E0,-2.167500114E1,-2.581250000E1,3.458544970E1
2.338891005E1,-7.775000095E0,-2.168750000E1,-2.580000114E1,3.458956984E1
2.339891005E1,-7.825000286E0,-2.166250038E1,-2.573750114E1,3.453858013E1
2.340891005E1,-7.887500286E0,-2.162500000E1,-2.572500038E1,3.451997871E1
2.341891005E1,-7.974999905E0,-2.160000038E1,-2.582500076E1,3.459900727E1
2.342891005E1,-7.987500191E0,-2.162500000E1,-2.583749962E1,3.462682733E1
2.343891005E1,-7.950000286E0,-2.162500000E1,-2.582500076E1,3.460886872E1
2.344891005E1,-7.912499905E0,-2.158749962E1,-2.578750038E1,3.454884905E1
2.345891005E1,-7.912499905E0,-2.158749962E1,-2.571249962E1,3.449290407E1
2.346891005E1,-7.900000095E0,-2.163750076E1,-2.566250038E1,3.448413210E1
2.347891005E1,-7.837500095E0,-2.168750000E1,-2.566250038E1,3.450127519E1
2.348891005E1,-7.762500286E0,-2.170000076E1,-2.548750114E1,3.436217628E1
2.349891005E1,-7.700000286E0,-2.167500114E1,-2.531250000E1,3.420260714E1
2.350891005E1,-7.700000286E0,-2.161250114E1,-2.532500076E1,3.417229688E1
2.351891005E1,-7.737500191E0,-2.155000114E1,-2.527499962E1,3.410420889E1
2.352891005E1,-7.762500286E0,-2.148750114E1,-2.522500038E1,3.403336246E1
2.353891005E1,-7.775000095E0,-2.145000076E1,-2.523750114E1,3.402182569E1
2.354891005E1,-7.787499905E0,-2.141250038E1,-2.522500038E1,3.399177800E1
2.355891005E1,-7.849999905E0,-2.139999962E1,-2.525000000E1,3.401683381E1
2.356891005E1,-7.912499905E0,-2.139999962E1,-2.537500000E1,3.412415953E1
2.357891005E1,-7.974999905E0,-2.137500000E1,-2.539999962E1,3.414163483E1
2.358891005E1,-8.000000000E0,-2.136250114E1,-2.537500000E1,3.412106505E1
2.359891005E1,-8.000000000E0,-2.137500000E1,-2.541250038E1,3.415678264E1
2.360891005E1,-7.974999905E0,-2.139999962E1,-2.542500114E1,3.417588756E1
2.361891005E1,-7.962500095E0,-2.139999962E1,-2.542500114E1,3.417297287E1
2.362891005E1,-7.912499905E0,-2.138750076E1,-2.537500000E1,3.411632261E1
2.363891005E1,-7.875000000E0,-2.137500000E1,-2.528750038E1,3.403474586E1
2.364891005E1,-7.837500095E0,-2.137500000E1,-2.514999962E1,3.392402561E1
2.365891005E1,-7.737500191E0,-2.139999962E1,-2.508749962E1,3.387051122E1
2.366891005E1,-7.637500286E0,-2.145000076E1,-2.506250000E1,3.386093397E1
2.367891005E1,-7.587500095E0,-2.151250076E1,-2.503750038E1,3.387084694E1
2.368891005E1,-7.562500000E0,-2.155000114E1,-2.497500038E1,3.384294017E1
2.369891005E1,-7.550000191E0,-2.155000114E1,-2.486250114E1,3.375720687E1
2.370891005E1,-7.550000191E0,-2.156250000E1,-2.482500076E1,3.373758397E1
2.371891005E1,-7.537499905E0,-2.155000114E1,-2.482500076E1,3.372680117E1
2.372891005E1,-7.537499905E0,-2.155000114E1,-2.486250114E1,3.375441330E1
2.373891005E1,-7.562500000E0,-2.156250000E1,-2.491250038E1,3.380481456E1
2.374891005E1,-7.625000000E0,-2.155000114E1,-2.488750076E1,3.379246763E1
2.375891005E1,-7.662499905E0,-2.152499962E1,-2.483749962E1,3.374819848E1
2.376891005E1,-7.675000191E0,-2.153750038E1,-2.486250114E1,3.377741129E1
2.377891005E1,-7.687500000E0,-2.155000114E1,-2.491250038E1,3.382503335E1
2.378891005E1,-7.687500000E0,-2.156250000E1,-2.496249962E1,3.386983097E1
2.379891005E1,-7.662499905E0,-2.158749962E1,-2.498750114E1,3.389851410E1
2.380891005E1,-7.675000191E0,-2.156250000E1,-2.503750038E1,3.392231507E1
2.381891005E1,-7.750000000E0,-2.153750038E1,-2.516250038E1,3.401584701E1
2.382891005E1,-7.762500286E0,-2.155000114E1,-2.525000000E1,3.409136929E1
2.383891005E1,-7.775000095E0,-2.157500076E1,-2.533749962E1,3.417484706E1
2.384891005E1,-7.812500000E0,-2.160000038E1,-2.535000038E1,3.420844475E1
2.385891005E1,-7.849999905E0,-2.163750076E1,-2.535000038E1,3.424071344E1
2.386891005E1,-7.887500286E0,-2.164999962E1,-2.539999962E1,3.429424332E1
2.387891005E1,-7.912499905E0,-2.162500000E1,-2.548750114E1,3.434910471E1
2.388891005E1,-7.887500286E0,-2.164999962E1,-2.557500076E1,3.442405857E1
2.389891005E1,-7.825000286E0,-2.167500114E1,-2.555000114E1,3.440695951E1
2.390891005E1,-7.800000191E0,-2.167500114E1,-2.548750114E1,3.435488891E1
2.391891005E1,-7.800000191E0,-2.163750076E1,-2.545000076E1,3.430341063E1
2.392891005E1,-7.762500286E0,-2.160000038E1,-2.550000000E1,3.430840170E1
2.393891005E1,-7.687500000E0,-2.156250000E1,-2.560000038E1,3.434238026E1
2.394891005E1,-7.637500286E0,-2.156250000E1,-2.563750076E1,3.435919473E1
2.395891005E1,-7.612500191E0,-2.157500076E1,-2.564999962E1,3.437082044E1
2.396891005E1,-7.562500000E0,-2.157500076E1,-2.561250114E1,3.433179691E1
2.397891005E1,-7.537499905E0,-2.157500076E1,-2.562500000E1,3.433562563E1
2.398891005E1,-7.537499905E0,-2.161250114E1,-2.570000076E1,3.441517325E1
2.399891005E1,-7.537499905E0,-2.162500000E1,-2.580000114E1,3.449774759E1
2.400891005E1,-7.550000191E0,-2.158749962E1,-2.575000000E1,3.443958685E1
2.401891005E1,-7.599999905E0,-2.155000114E1,-2.564999962E1,3.435236569E1
2.402891005E1,-7.675000191E0,-2.151250076E1,-2.561250114E1,3.431753971E1
2.403891005E1,-7.687500000E0,-2.148750114E1,-2.556250000E1,3.426735718E1
2.404891005E1,-7.687500000E0,-2.150000000E1,-2.547500038E1,3.420998832E1
2.405891005E1,-7.762500286E0,-2.150000000E1,-2.545000076E1,3.420831696E1
2.406891005E1,-7.775000095E0,-2.147500038E1,-2.539999962E1,3.415825301E1
2.407891005E1,-7.762500286E0,-2.145000076E1,-2.526250076E1,3.403752177E1
2.408891005E1,-7.762500286E0,-2.151250076E1,-2.527499962E1,3.408620990E1
2.409891005E1,-7.762500286E0,-2.155000114E1,-2.535000038E1,3.416550130E1
2.410891005E1,-7.724999905E0,-2.156250000E1,-2.530000114E1,3.412780520E1
2.411891005E1,-7.762500286E0,-2.155000114E1,-2.521249962E1,3.406360370E1
2.412891005E1,-7.812500000E0,-2.156250000E1,-2.514999962E1,3.403673080E1
2.413891005E1,-7.800000191E0,-2.155000114E1,-2.507500076E1,3.397054924E1
2.414891005E1,-7.825000286E0,-2.153750038E1,-2.508749962E1,3.397759834E1
2.415891005E1,-7.849999905E0,-2.155000114E1,-2.511250114E1,3.400974510E1
2.416891005E1,-7.862500191E0,-2.156250000E1,-2.508749962E1,3.400210218E1
2.417891005E1,-7.887500286E0,-2.157500076E1,-2.512500000E1,3.404348607E1
2.418891005E1,-7.912499905E0,-2.161250114E1,-2.522500038E1,3.414686669E1
2.419891005E1,-7.900000095E0,-2.166250038E1,-2.535000038E1,3.426800904E1
2.420891005E1,-7.875000000E0,-2.171249962E1,-2.552499962E1,3.442344942E1
2.421891005E1,-7.849999905E0,-2.177499962E1,-2.571249962E1,3.459632558E1
2.422891005E1,-7.800000191E0,-2.178750038E1,-2.570000076E1,3.458359749E1
2.423891005E1,-7.787499905E0,-2.176250076E1,-2.567500114E1,3.454645102E1
2.424891005E1,-7.762500286E0,-2.173750114E1,-2.571249962E1,3.455297387E1
2.425891005E1,-7.737500191E0,-2.172500038E1,-2.566250038E1,3.450229669E1
2.426891005E1,-7.724999905E0,-2.170000076E1,-2.553750038E1,3.439083573E1
2.427891005E1,-7.775000095E0,-2.170000076E1,-2.553750038E1,3.440210147E1
2.428891005E1,-7.862500191E0,-2.166250038E1,-2.552499962E1,3.438907439E1
2.429891005E1,-7.912499905E0,-2.162500000E1,-2.542500114E1,3.430275445E1
2.430891005E1,-7.974999905E0,-2.164999962E1,-2.541250038E1,3.432372769E1
2.431891005E1,-7.974999905E0,-2.166250038E1,-2.548750114E1,3.438716710E1
2.432891005E1,-7.962500095E0,-2.166250038E1,-2.548750114E1,3.438427032E1
2.433891005E1,-7.950000286E0,-2.167500114E1,-2.551250076E1,3.440778799E1
2.434891005E1,-7.925000191E0,-2.168750000E1,-2.555000114E1,3.443770960E1
2.435891005E1,-7.862500191E0,-2.166250038E1,-2.547500038E1,3.435197922E1
2.436891005E1,-7.787499905E0,-2.164999962E1,-2.537500000E1,3.425285774E1
2.437891005E1,-7.712500095E0,-2.166250038E1,-2.535000038E1,3.422526990E1
2.438891005E1,-7.637500286E0,-2.164999962E1,-2.533749962E1,3.419126761E1
2.439891005E1,-7.612500191E0,-2.167500114E1,-2.532500076E1,3.419227248E1
2.440891005E1,-7.637500286E0,-2.170000076E1,-2.530000114E1,3.419519706E1
2.441891005E1,-7.650000095E0,-2.170000076E1,-2.518750000E1,3.411484561E1
2.442891005E1,-7.637500286E0,-2.167500114E1,-2.516250038E1,3.407768347E1
2.443891005E1,-7.662499905E0,-2.164999962E1,-2.520000076E1,3.409510855E1
2.444891005E1,-7.712500095E0,-2.164999962E1,-2.523750114E1,3.413409740E1
2.445891005E1,-7.750000000E0,-2.161250114E1,-2.523750114E1,3.411882427E1
2.446891005E1,-7.762500286E0,-2.156250000E1,-2.530000114E1,3.413631314E1
2.447891005E1,-7.737500191E0,-2.153750038E1,-2.535000038E1,3.415194506E1
2.448891005E1,-7.687500000E0,-2.152499962E1,-2.542500114E1,3.418850608E1
2.449891005E1,-7.662499905E0,-2.152499962E1,-2.550000000E1,3.423871366E1
2.450891005E1,-7.675000191E0,-2.152499962E1,-2.550000000E1,3.424151335E1
2.451891005E1,-7.675000191E0,-2.152499962E1,-2.552499962E1,3.426013488E1
2.452891005E1,-7.650000095E0,-2.151250076E1,-2.557500076E1,3.428397373E1
2.453891005E1,-7.625000000E0,-2.152499962E1,-2.557500076E1,3.428624940E1
2.454891005E1,-7.637500286E0,-2.156250000E1,-2.552499962E1,3.427533256E1
2.455891005E1,-7.700000286E0,-2.161250114E1,-2.548750114E1,3.429289904E1
2.456891005E1,-7.700000286E0,-2.160000038E1,-2.545000076E1,3.425715341E1
2.457891005E1,-7.662499905E0,-2.158749962E1,-2.545000076E1,3.424086131E1
2.458891005E1,-7.650000095E0,-2.160000038E1,-2.551250076E1,3.429242209E1
2.459891005E1,-7.637500286E0,-2.158749962E1,-2.558749962E1,3.433761330E1
2.460891005E1,-7.625000000E0,-2.157500076E1,-2.556250000E1,3.430834722E1
2.461891005E1,-7.637500286E0,-2.155000114E1,-2.558749962E1,3.431405101E1
2.462891005E1,-7.625000000E0,-2.153750038E1,-2.558749962E1,3.430342088E1
2.463891005E1,-7.587500095E0,-2.151250076E1,-2.555000114E1,3.425142924E1
2.464891005E1,-7.599999905E0,-2.148750114E1,-2.552499962E1,3.421985256E1
2.465891005E1,-7.637500286E0,-2.146249962E1,-2.551250076E1,3.420318692E1
2.466891005E1,-7.612500191E0,-2.147500038E1,-2.538750076E1,3.411232908E1
2.467891005E1,-7.612500191E0,-2.157500076E1,-2.530000114E1,3.411042179E1
2.468891005E1,-7.650000095E0,-2.164999962E1,-2.527499962E1,3.414777578E1
2.469891005E1,-7.637500286E0,-2.167500114E1,-2.522500038E1,3.412385865E1
2.470891005E1,-7.625000000E0,-2.167500114E1,-2.527499962E1,3.415804305E1
2.471891005E1,-7.637500286E0,-2.167500114E1,-2.536250114E1,3.422562709E1
2.472891005E1,-7.637500286E0,-2.171249962E1,-2.536250114E1,3.424938707E1
2.473891005E1,-7.637500286E0,-2.171249962E1,-2.537500000E1,3.425864380E1
2.474891005E1,-7.650000095E0,-2.170000076E1,-2.542500114E1,3.429057039E1
2.475891005E1,-7.637500286E0,-2.164999962E1,-2.542500114E1,3.425616116E1
2.476891005E1,-7.637500286E0,-2.158749962E1,-2.546249962E1,3.424456800E1
2.477891005E1,-7.662499905E0,-2.160000038E1,-2.548750114E1,3.427661938E1
2.478891005E1,-7.724999905E0,-2.161250114E1,-2.541250038E1,3.424282414E1
2.479891005E1,-7.724999905E0,-2.164999962E1,-2.537500000E1,3.423870225E1
2.480891005E1,-7.724999905E0,-2.167500114E1,-2.541250038E1,3.428230555E1
2.481891005E1,-7.750000000E0,-2.168750000E1,-2.538750076E1,3.427732999E1
2.482891005E1,-7.800000191E0,-2.167500114E1,-2.535000038E1,3.425300274E1
2.483891005E1,-7.812500000E0,-2.166250038E1,-2.533749962E1,3.423869107E1
2.484891005E1,-7.825000286E0,-2.170000076E1,-2.528750038E1,3.422832655E1
2.485891005E1,-7.849999905E0,-2.171249962E1,-2.526250076E1,3.422351652E1
2.486891005E1,-7.787499905E0,-2.170000076E1,-2.525000000E1,3.419207054E1
2.487891005E1,-7.787499905E0,-2.168750000E1,-2.517500114E1,3.412877809E1
2.488891005E1,-7.775000095E0,-2.167500114E1,-2.513750076E1,3.409032481E1
2.489891005E1,-7.750000000E0,-2.163750076E1,-2.513750076E1,3.406079688E1
2.490891005E1,-7.737500191E0,-2.161250114E1,-2.514999962E1,3.405130828E1
2.491891005E1,-7.762500286E0,-2.161250114E1,-2.516250038E1,3.406623023E1
2.492891005E1,-7.775000095E0,-2.160000038E1,-2.521249962E1,3.409810523E1
2.493891005E1,-7.724999905E0,-2.157500076E1,-2.525000000E1,3.409866246E1
2.494891005E1,-7.750000000E0,-2.158749962E1,-2.527499962E1,3.413075220E1
2.495891005E1,-7.762500286E0,-2.158749962E1,-2.530000114E1,3.415210987E1
2.496891005E1,-7.787499905E0,-2.162500000E1,-2.530000114E1,3.418151310E1
2.497891005E1,-7.849999905E0,-2.167500114E1,-2.530000114E1,3.422744850E1
2.498891005E1,-7.875000000E0,-2.168750000E1,-2.532500076E1,3.425958180E1
2.499891005E1,-7.862500191E0,-2.166250038E1,-2.531250000E1,3.423164455E1
2.500891005E1,-7.862500191E0,-2.164999962E1,-2.527499962E1,3.419600852E1
2.501891005E1,-7.900000095E0,-2.162500000E1,-2.527499962E1,3.418883198E1
2.502891005E1,-7.900000095E0,-2.158749962E1,-2.531250000E1,3.419287642E1
2.503891005E1,-7.925000191E0,-2.158749962E1,-2.538750076E1,3.425421088E1
2.504891005E1,-7.925000191E0,-2.157500076E1,-2.543750000E1,3.428341716E1
2.505891005E1,-7.825000286E0,-2.157500076E1,-2.543750000E1,3.426043919E1
2.506891005E1,-7.762500286E0,-2.161250114E1,-2.547500038E1,3.429770052E1
2.507891005E1,-7.712500095E0,-2.164999962E1,-2.545000076E1,3.429151032E1
2.508891005E1,-7.662499905E0,-2.164999962E1,-2.537500000E1,3.422465505E1
2.509891005E1,-7.662499905E0,-2.166250038E1,-2.535000038E1,3.421403728E1
2.510891005E1,-7.675000191E0,-2.168750000E1,-2.533749962E1,3.422341554E1
2.511891005E1,-7.612500191E0,-2.164999962E1,-2.526250076E1,3.413014192E1
2.512891005E1,-7.612500191E0,-2.160000038E1,-2.522500038E1,3.407067390E1
2.513891005E1,-7.687500000E0,-2.158749962E1,-2.525000000E1,3.409809813E1
2.514891005E1,-7.724999905E0,-2.153750038E1,-2.521249962E1,3.404716851E1
2.515891005E1,-7.762500286E0,-2.146249962E1,-2.531250000E1,3.408251688E1
2.516891005E1,-7.775000095E0,-2.142500114E1,-2.548750114E1,3.419201683E1
2.517891005E1,-7.750000000E0,-2.138750076E1,-2.552499962E1,3.419083641E1
2.518891005E1,-7.762500286E0,-2.135000038E1,-2.556250000E1,3.419825044E1
2.519891005E1,-7.787499905E0,-2.136250114E1,-2.562500000E1,3.425846224E1
2.520891005E1,-7.800000191E0,-2.139999962E1,-2.571249962E1,3.435014735E1
2.521891005E1,-7.800000191E0,-2.141250038E1,-2.572500038E1,3.436729288E1
2.522891005E1,-7.775000095E0,-2.143750000E1,-2.575000000E1,3.439592320E1
2.523891005E1,-7.712500095E0,-2.151250076E1,-2.572500038E1,3.440996936E1
2.524891005E1,-7.687500000E0,-2.157500076E1,-2.568750000E1,3.441549027E1
2.525891005E1,-7.675000191E0,-2.163750076E1,-2.568750000E1,3.445191901E1
2.526891005E1,-7.662499905E0,-2.166250038E1,-2.561250114E1,3.440898200E1
2.527891005E1,-7.662499905E0,-2.166250038E1,-2.557500076E1,3.438107752E1
2.528891005E1,-7.637500286E0,-2.162500000E1,-2.548750114E1,3.428680140E1
2.529891005E1,-7.650000095E0,-2.156250000E1,-2.542500114E1,3.420372189E1
2.530891005E1,-7.687500000E0,-2.152499962E1,-2.546249962E1,3.421640179E1
2.531891005E1,-7.712500095E0,-2.152499962E1,-2.551250076E1,3.425924636E1
2.532891005E1,-7.762500286E0,-2.147500038E1,-2.551250076E1,3.423915518E1
2.533891005E1,-7.787499905E0,-2.142500114E1,-2.546249962E1,3.417623027E1
2.534891005E1,-7.750000000E0,-2.142500114E1,-2.543750000E1,3.414907876E1
2.535891005E1,-7.712500095E0,-2.142500114E1,-2.538750076E1,3.410335067E1
2.536891005E1,-7.700000286E0,-2.139999962E1,-2.537500000E1,3.407551339E1
2.537891005E1,-7.675000191E0,-2.145000076E1,-2.539999962E1,3.411990828E1
2.538891005E1,-7.662499905E0,-2.151250076E1,-2.530000114E1,3.408213097E1
2.539891005E1,-7.687500000E0,-2.152499962E1,-2.517500114E1,3.400299909E1
2.540891005E1,-7.712500095E0,-2.156250000E1,-2.516250038E1,3.402316107E1
2.541891005E1,-7.700000286E0,-2.161250114E1,-2.525000000E1,3.411675117E1
2.542891005E1,-7.724999905E0,-2.164999962E1,-2.535000038E1,3.422017864E1
2.543891005E1,-7.750000000E0,-2.167500114E1,-2.545000076E1,3.431575022E1
2.544891005E1,-7.750000000E0,-2.172500038E1,-2.557500076E1,3.444007557E1
2.545891005E1,-7.687500000E0,-2.167500114E1,-2.560000038E1,3.441312759E1
2.546891005E1,-7.675000191E0,-2.161250114E1,-2.563750076E1,3.439894299E1
2.547891005E1,-7.712500095E0,-2.160000038E1,-2.562500000E1,3.439016283E1
2.548891005E1,-7.712500095E0,-2.157500076E1,-2.552499962E1,3.429998427E1
2.549891005E1,-7.700000286E0,-2.153750038E1,-2.539999962E1,3.418060719E1
2.550891005E1,-7.687500000E0,-2.150000000E1,-2.522500038E1,3.402423108E1
2.551891005E1,-7.687500000E0,-2.146249962E1,-2.508749962E1,3.389866049E1
2.552891005E1,-7.724999905E0,-2.143750000E1,-2.497500038E1,3.380817466E1
2.553891005E1,-7.787499905E0,-2.143750000E1,-2.495000076E1,3.380405448E1
2.554891005E1,-7.800000191E0,-2.148750114E1,-2.503750038E1,3.390323191E1
2.555891005E1,-7.712500095E0,-2.147500038E1,-2.513750076E1,3.394925984E1
2.556891005E1,-7.662499905E0,-2.146249962E1,-2.517500114E1,3.395781909E1
2.557891005E1,-7.662499905E0,-2.146249962E1,-2.517500114E1,3.395781909E1
2.558891005E1,-7.675000191E0,-2.142500114E1,-2.523750114E1,3.398334542E1
2.559891005E1,-7.687500000E0,-2.139999962E1,-2.527499962E1,3.399828298E1
2.560891005E1,-7.724999905E0,-2.137500000E1,-2.525000000E1,3.397247045E1
2.561891005E1,-7.724999905E0,-2.141250038E1,-2.538750076E1,3.409832827E1
2.562891005E1,-7.737500191E0,-2.142500114E1,-2.547500038E1,3.417418950E1
2.563891005E1,-7.750000000E0,-2.145000076E1,-2.541250038E1,3.414615950E1
2.564891005E1,-7.762500286E0,-2.148750114E1,-2.547500038E1,3.421907013E1
2.565891005E1,-7.775000095E0,-2.148750114E1,-2.555000114E1,3.427777546E1
2.566891005E1,-7.762500286E0,-2.151250076E1,-2.556250000E1,3.429993449E1
2.567891005E1,-7.750000000E0,-2.158749962E1,-2.558749962E1,3.436281095E1
2.568891005E1,-7.724999905E0,-2.163750076E1,-2.564999962E1,3.443514982E1
2.569891005E1,-7.687500000E0,-2.163750076E1,-2.546249962E1,3.428728602E1
2.570891005E1,-7.650000095E0,-2.161250114E1,-2.522500038E1,3.408699681E1
2.571891005E1,-7.662499905E0,-2.163750076E1,-2.520000076E1,3.408717328E1
2.572891005E1,-7.675000191E0,-2.166250038E1,-2.520000076E1,3.410585858E1
2.573891005E1,-7.662499905E0,-2.170000076E1,-2.518750000E1,3.411765077E1
2.574891005E1,-7.687500000E0,-2.173750114E1,-2.520000076E1,3.415635593E1
2.575891005E1,-7.724999905E0,-2.171249962E1,-2.522500038E1,3.416736612E1
2.576891005E1,-7.700000286E0,-2.167500114E1,-2.518750000E1,3.411020134E1
2.577891005E1,-7.700000286E0,-2.170000076E1,-2.520000076E1,3.413532007E1
2.578891005E1,-7.724999905E0,-2.170000076E1,-2.526250076E1,3.418712625E1
2.579891005E1,-7.750000000E0,-2.166250038E1,-2.527499962E1,3.417823911E1
2.580891005E1,-7.775000095E0,-2.166250038E1,-2.537500000E1,3.425792134E1
2.581891005E1,-7.837500095E0,-2.162500000E1,-2.552499962E1,3.435975318E1
2.582891005E1,-7.849999905E0,-2.158749962E1,-2.560000038E1,3.439480568E1
2.583891005E1,-7.812500000E0,-2.160000038E1,-2.566250038E1,3.444066054E1
2.584891005E1,-7.825000286E0,-2.162500000E1,-2.572500038E1,3.450575168E1
2.585891005E1,-7.837500095E0,-2.160000038E1,-2.577499962E1,3.453023356E1
2.586891005E1,-7.800000191E0,-2.156250000E1,-2.573750114E1,3.447028248E1
2.587891005E1,-7.775000095E0,-2.157500076E1,-2.572500038E1,3.446312419E1
2.588891005E1,-7.724999905E0,-2.156250000E1,-2.564999962E1,3.438807221E1
2.589891005E1,-7.650000095E0,-2.158749962E1,-2.555000114E1,3.431246420E1
2.590891005E1,-7.587500095E0,-2.160000038E1,-2.547500038E1,3.425063238E1
2.591891005E1,-7.537499905E0,-2.158749962E1,-2.533749962E1,3.412950236E1
2.592891005E1,-7.537499905E0,-2.160000038E1,-2.522500038E1,3.405399485E1
2.593891005E1,-7.550000191E0,-2.163750076E1,-2.516250038E1,3.403432631E1
2.594891005E1,-7.537499905E0,-2.166250038E1,-2.518750000E1,3.406593583E1
2.595891005E1,-7.537499905E0,-2.162500000E1,-2.525000000E1,3.408837089E1
2.596891005E1,-7.550000191E0,-2.160000038E1,-2.528750038E1,3.410308190E1
2.597891005E1,-7.587500095E0,-2.158749962E1,-2.525000000E1,3.407569218E1
2.598891005E1,-7.650000095E0,-2.156250000E1,-2.525000000E1,3.407383758E1
2.599891005E1,-7.700000286E0,-2.153750038E1,-2.536250114E1,3.415275086E1
2.600891005E1,-7.700000286E0,-2.151250076E1,-2.542500114E1,3.418345180E1
2.601891005E1,-7.712500095E0,-2.148750114E1,-2.545000076E1,3.418914889E1
2.602891005E1,-7.775000095E0,-2.145000076E1,-2.552499962E1,3.423563589E1
2.603891005E1,-7.812500000E0,-2.145000076E1,-2.548750114E1,3.421623012E1
2.604891005E1,-7.837500095E0,-2.143750000E1,-2.532500076E1,3.409323214E1
2.605891005E1,-7.862500191E0,-2.142500114E1,-2.526250076E1,3.404472834E1
2.606891005E1,-7.875000000E0,-2.142500114E1,-2.523750114E1,3.402907232E1
2.607891005E1,-7.900000095E0,-2.145000076E1,-2.514999962E1,3.398580608E1
2.608891005E1,-7.950000286E0,-2.146249962E1,-2.526250076E1,3.408863945E1
2.609891005E1,-8.000000000E0,-2.148750114E1,-2.538750076E1,3.420874012E1
2.610891005E1,-7.987500191E0,-2.150000000E1,-2.527499962E1,3.413027637E1
2.611891005E1,-7.950000286E0,-2.153750038E1,-2.518750000E1,3.408044283E1
2.612891005E1,-7.925000191E0,-2.156250000E1,-2.527499962E1,3.415512612E1
2.613891005E1,-7.937500000E0,-2.156250000E1,-2.536250114E1,3.422282538E1
2.614891005E1,-7.937500000E0,-2.157500076E1,-2.546249962E1,3.430486046E1
2.615891005E1,-7.887500286E0,-2.156250000E1,-2.558749962E1,3.437839734E1
2.616891005E1,-7.837500095E0,-2.156250000E1,-2.550000000E1,3.430186313E1
2.617891005E1,-7.800000191E0,-2.152499962E1,-2.537500000E1,3.417683772E1
2.618891005E1,-7.812500000E0,-2.150000000E1,-2.536250114E1,3.415467202E1
2.619891005E1,-7.900000095E0,-2.151250076E1,-2.545000076E1,3.424763100E1
2.620891005E1,-7.950000286E0,-2.152499962E1,-2.543750000E1,3.425776583E1
2.621891005E1,-7.925000191E0,-2.152499962E1,-2.539999962E1,3.422413209E1
2.622891005E1,-7.912499905E0,-2.152499962E1,-2.528750038E1,3.413782270E1
