"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.726747615E1,9.918250084E0,-2.081755698E-1,2.303091735E-1,9.923107583E0
2.726997855E1,9.875179291E0,-1.986042857E-1,2.303091735E-1,9.879860930E0
2.727248094E1,9.894321442E0,-1.651047617E-1,2.446661144E-1,9.898723043E0
2.727498329E1,9.927821159E0,-1.555334777E-1,2.638086975E-1,9.932543414E0
2.727743329E1,9.966106415E0,-1.555334777E-1,2.781656384E-1,9.971200723E0
2.727988329E1,9.985248566E0,-2.177468538E-1,2.590230405E-1,9.990980710E0
2.728233329E1,9.985248566E0,-1.746760458E-1,2.542374134E-1,9.990011877E0
2.728483178E1,9.985248566E0,-2.081755698E-1,2.350948304E-1,9.990184962E0
2.728729735E1,9.937392235E0,-1.890329868E-1,2.207378894E-1,9.941640866E0
2.728979584E1,9.894321442E0,-2.081755698E-1,1.968096644E-1,9.898467957E0
2.729229428E1,9.884750366E0,-2.177468538E-1,2.446661144E-1,9.890175176E0
2.729479271E1,9.899106979E0,-2.560320199E-1,2.446661144E-1,9.905439561E0
2.729729120E1,9.918250084E0,-2.273181528E-1,2.494517565E-1,9.923990349E0
2.729978964E1,9.913464546E0,-2.129612118E-1,2.542374134E-1,9.919010457E0
2.730228834E1,9.894321442E0,-2.225325108E-1,2.398804724E-1,9.899730307E0
2.730479214E1,9.865608215E0,-2.368894368E-1,2.638086975E-1,9.871977365E0
2.730729594E1,9.889535904E0,-2.799602449E-1,2.685943544E-1,9.897143076E0
2.730979464E1,9.927821159E0,-2.608176768E-1,2.685943544E-1,9.934878045E0
2.731229329E1,9.932606697E0,-2.656033039E-1,3.260220885E-1,9.941504480E0
2.731479198E1,9.951749802E0,-2.464607358E-1,2.733799815E-1,9.958554294E0
2.731729068E1,9.894321442E0,-2.847459018E-1,2.925225794E-1,9.902739342E0
2.731978938E1,9.913464546E0,-2.847459018E-1,2.542374134E-1,9.920811267E0
2.732228808E1,9.918250084E0,-2.703889608E-1,2.829512656E-1,9.925968786E0
2.732478678E1,9.856036186E0,-2.177468538E-1,2.446661144E-1,9.861476791E0
2.732728599E1,9.884750366E0,-2.033899277E-1,2.638086975E-1,9.890361586E0
2.732980709E1,9.903892517E0,-2.321037948E-1,2.303091735E-1,9.909288646E0
2.733230631E1,9.932606697E0,-1.651047617E-1,2.255235314E-1,9.936538444E0
2.733480547E1,9.894321442E0,-1.890329868E-1,2.303091735E-1,9.898806624E0
2.733730464E1,9.908679008E0,-1.507478207E-1,2.925225794E-1,9.914142124E0
2.733980386E1,9.918250084E0,-1.507478207E-1,2.733799815E-1,9.923162109E0
2.734230308E1,9.923035622E0,-1.794617027E-1,2.829512656E-1,9.928690944E0
2.734480230E1,9.951749802E0,-2.225325108E-1,2.829512656E-1,9.958258194E0
2.734730152E1,9.918250084E0,-2.273181528E-1,2.829512656E-1,9.924888901E0
2.734980068E1,9.899106979E0,-1.986042857E-1,3.068794906E-1,9.905853707E0
2.735230000E1,9.951749802E0,-2.512463629E-1,2.877369225E-1,9.959078340E0
2.735480443E1,9.918250084E0,-2.560320199E-1,3.547359705E-1,9.927893771E0
2.735730376E1,9.913464546E0,-2.512463629E-1,3.068794906E-1,9.921395016E0
2.735980308E1,9.927821159E0,-2.703889608E-1,3.355933726E-1,9.937170929E0
2.736230235E1,9.918250084E0,-2.560320199E-1,3.547359705E-1,9.927893771E0
2.736480167E1,9.879964828E0,-2.560320199E-1,3.403790295E-1,9.889141282E0
2.736730094E1,9.942177773E0,-2.608176768E-1,3.260220885E-1,9.950940414E0
2.736980027E1,9.951749802E0,-2.464607358E-1,3.882354796E-1,9.962368885E0
2.737229959E1,9.908679008E0,-2.416750938E-1,3.260220885E-1,9.916986283E0
2.737484079E1,9.927821159E0,-2.703889608E-1,3.212364316E-1,9.936696433E0
2.737738198E1,9.923035622E0,-2.464607358E-1,3.068794906E-1,9.930838528E0
2.737992313E1,9.889535904E0,-2.368894368E-1,3.068794906E-1,9.897131505E0
2.738242511E1,9.913464546E0,-2.512463629E-1,2.733799815E-1,9.920415347E0
2.738492709E1,9.913464546E0,-2.081755698E-1,2.638086975E-1,9.919158805E0
2.738742907E1,9.856036186E0,-1.986042857E-1,2.877369225E-1,9.862235320E0
2.738993110E1,9.908679008E0,-1.794617027E-1,2.303091735E-1,9.912979800E0
2.739243308E1,9.927821159E0,-1.938186288E-1,2.350948304E-1,9.932495568E0
2.739493506E1,9.894321442E0,-1.986042857E-1,1.728814393E-1,9.897824430E0
2.739743709E1,9.942177773E0,-1.890329868E-1,1.680957973E-1,9.945395343E0
2.739989089E1,9.879964828E0,-1.986042857E-1,1.585244983E-1,9.883232199E0
2.740234469E1,9.884750366E0,-1.698904037E-1,2.207378894E-1,9.888674217E0
2.740479849E1,9.889535904E0,-1.890329868E-1,2.590230405E-1,9.894733286E0
2.740729745E1,9.889535904E0,-1.746760458E-1,2.207378894E-1,9.893541193E0
2.740979636E1,9.903892517E0,-2.129612118E-1,2.063809484E-1,9.908331472E0
2.741229532E1,9.932606697E0,-1.842473447E-1,2.207378894E-1,9.936767487E0
2.741479422E1,9.899106979E0,-2.129612118E-1,2.159522474E-1,9.903752160E0
2.741729318E1,9.918250084E0,-2.321037948E-1,1.728814393E-1,9.922471713E0
2.741979214E1,9.923035622E0,-2.081755698E-1,2.111666054E-1,9.927465152E0
2.742229110E1,9.903892517E0,-2.321037948E-1,1.776670814E-1,9.908204921E0
2.742478948E1,9.923035622E0,-2.416750938E-1,2.159522474E-1,9.928327058E0
2.742726402E1,9.899106979E0,-2.560320199E-1,2.111666054E-1,9.904668733E0
2.742976240E1,9.932606697E0,-2.368894368E-1,2.063809484E-1,9.937574427E0
2.743226079E1,9.942177773E0,-2.512463629E-1,2.159522474E-1,9.947696164E0
2.743475917E1,9.927821159E0,-2.368894368E-1,2.207378894E-1,9.933099959E0
2.743725756E1,9.951749802E0,-2.464607358E-1,2.159522474E-1,9.957143284E0
2.743975594E1,9.913464546E0,-2.368894368E-1,2.159522474E-1,9.918645638E0
2.744225433E1,9.913464546E0,-2.273181528E-1,2.255235314E-1,9.918634670E0
2.744475276E1,9.946963310E0,-2.033899277E-1,2.159522474E-1,9.951385930E0
2.744725209E1,9.913464546E0,-2.081755698E-1,1.920240223E-1,9.917509244E0
2.744977131E1,9.946963310E0,-1.938186288E-1,1.776670814E-1,9.950437696E0
2.745229047E1,9.937392235E0,-1.842473447E-1,1.872383654E-1,9.940863630E0
2.745478980E1,9.913464546E0,-2.321037948E-1,1.776670814E-1,9.917772788E0
2.745728907E1,9.884750366E0,-1.842473447E-1,1.633101404E-1,9.887816093E0
2.745978839E1,9.942177773E0,-2.129612118E-1,1.872383654E-1,9.946220867E0
2.746228771E1,9.937392235E0,-2.177468538E-1,1.728814393E-1,9.941280909E0
2.746478704E1,9.937392235E0,-1.986042857E-1,1.393819153E-1,9.940353888E0
2.746728636E1,9.932606697E0,-1.986042857E-1,1.872383654E-1,9.936356358E0
2.746978568E1,9.937392235E0,-2.368894368E-1,1.728814393E-1,9.941718615E0
2.747228485E1,9.889535904E0,-2.033899277E-1,1.393819153E-1,9.892609119E0
2.747477792E1,9.932606697E0,-1.986042857E-1,1.824527234E-1,9.936267330E0
2.747727709E1,9.903892517E0,-2.177468538E-1,1.585244983E-1,9.907554224E0
2.747977631E1,9.899106979E0,-2.368894368E-1,1.728814393E-1,9.903450085E0
2.748227547E1,9.918250084E0,-2.321037948E-1,1.824527234E-1,9.922643090E0
2.748477464E1,9.908679008E0,-2.081755698E-1,1.585244983E-1,9.912133311E0
2.748727381E1,9.913464546E0,-2.129612118E-1,1.728814393E-1,9.917258683E0
2.748977297E1,9.903892517E0,-2.416750938E-1,1.298106313E-1,9.907691186E0
2.749227214E1,9.913464546E0,-1.986042857E-1,1.872383654E-1,9.917221444E0
2.749482214E1,9.918250084E0,-2.177468538E-1,1.968096644E-1,9.922592023E0
2.749737214E1,9.879964828E0,-2.416750938E-1,1.441675574E-1,9.883971679E0
2.749987433E1,9.923035622E0,-2.321037948E-1,1.298106313E-1,9.926598557E0
2.750239381E1,9.884750366E0,-2.273181528E-1,1.441675574E-1,9.888414819E0
2.750491329E1,9.889535904E0,-1.938186288E-1,1.680957973E-1,9.892863198E0
2.750741547E1,9.908679008E0,-2.129612118E-1,1.728814393E-1,9.912474977E0
2.750991771E1,9.903892517E0,-2.321037948E-1,1.489532143E-1,9.907731639E0
2.751241990E1,9.923035622E0,-2.033899277E-1,1.776670814E-1,9.926709878E0
2.751492214E1,9.937392235E0,-1.986042857E-1,1.824527234E-1,9.941051106E0
2.751742433E1,9.903892517E0,-2.416750938E-1,1.728814393E-1,9.908349097E0
2.751987433E1,9.899106979E0,-2.033899277E-1,1.441675574E-1,9.902245742E0
2.752232433E1,9.903892517E0,-1.938186288E-1,1.728814393E-1,9.907297343E0
2.752479891E1,9.908679008E0,-1.842473447E-1,1.680957973E-1,9.911817340E0
2.752727349E1,9.946963310E0,-2.177468538E-1,1.920240223E-1,9.951199225E0
2.752974808E1,9.951749802E0,-1.938186288E-1,1.824527234E-1,9.955309075E0
2.753224657E1,9.942177773E0,-2.416750938E-1,2.015953064E-1,9.947157704E0
2.753474506E1,9.918250084E0,-1.986042857E-1,2.303091735E-1,9.922911403E0
2.753724355E1,9.918250084E0,-2.225325108E-1,2.590230405E-1,9.924127084E0
2.753974204E1,9.899106979E0,-2.081755698E-1,2.398804724E-1,9.904201063E0
2.754224052E1,9.923035622E0,-2.081755698E-1,1.968096644E-1,9.927170144E0
2.754473907E1,9.932606697E0,-1.986042857E-1,2.446661144E-1,9.937604388E0
2.754723943E1,9.918250084E0,-2.177468538E-1,2.494517565E-1,9.923775723E0
2.754973797E1,9.918250084E0,-2.273181528E-1,2.590230405E-1,9.924235548E0
2.755223646E1,9.932606697E0,-2.273181528E-1,2.638086975E-1,9.938709392E0
2.755473500E1,9.923035622E0,-2.321037948E-1,2.542374134E-1,9.929005226E0
2.755723349E1,9.923035622E0,-1.986042857E-1,2.781656384E-1,9.928920170E0
2.755973198E1,9.899106979E0,-2.129612118E-1,2.685943544E-1,9.905039848E0
2.756223052E1,9.913464546E0,-2.321037948E-1,2.781656384E-1,9.920082036E0
2.756472902E1,9.899106979E0,-2.416750938E-1,2.829512656E-1,9.906098488E0
2.756722761E1,9.927821159E0,-2.225325108E-1,2.733799815E-1,9.934077225E0
2.756972745E1,9.913464546E0,-2.416750938E-1,2.877369225E-1,9.920583586E0
2.757222724E1,9.932606697E0,-2.368894368E-1,2.829512656E-1,9.939459433E0
2.757472584E1,9.937392235E0,-2.368894368E-1,2.494517565E-1,9.943344870E0
2.757722438E1,9.951749802E0,-1.986042857E-1,2.973082066E-1,9.958170512E0
2.757972297E1,9.899106979E0,-2.177468538E-1,2.925225794E-1,9.905821629E0
2.758222152E1,9.918250084E0,-2.512463629E-1,2.781656384E-1,9.925330503E0
2.758472011E1,9.913464546E0,-2.368894368E-1,2.925225794E-1,9.920608115E0
2.758721870E1,9.903892517E0,-1.890329868E-1,3.068794906E-1,9.910448803E0
2.758971724E1,9.884750366E0,-2.321037948E-1,2.781656384E-1,9.891387066E0
2.759221620E1,9.899106979E0,-2.560320199E-1,3.355933726E-1,9.908102457E0
2.759473063E1,9.908679008E0,-2.368894368E-1,3.308077157E-1,9.917029295E0
2.759722959E1,9.923035622E0,-2.416750938E-1,3.116651475E-1,9.930869950E0
2.759972849E1,9.875179291E0,-2.273181528E-1,3.212364316E-1,9.883017374E0
2.760222740E1,9.932606697E0,-2.081755698E-1,3.643072546E-1,9.941465317E0
2.760472636E1,9.889535904E0,-2.081755698E-1,3.260220885E-1,9.897097952E0
2.760722526E1,9.908679008E0,-2.129612118E-1,3.068794906E-1,9.915717180E0
2.760972422E1,9.870393753E0,-1.938186288E-1,3.116651475E-1,9.877214874E0
2.761222318E1,9.884750366E0,-2.321037948E-1,3.451646566E-1,9.893497896E0
2.761472209E1,9.927821159E0,-1.986042857E-1,3.116651475E-1,9.934697368E0
2.761727209E1,9.927821159E0,-2.321037948E-1,3.260220885E-1,9.935884236E0
2.761982209E1,9.918250084E0,-1.890329868E-1,2.925225794E-1,9.924363338E0
2.762234579E1,9.908679008E0,-1.938186288E-1,3.308077157E-1,9.916093944E0
2.762486954E1,9.894321442E0,-2.416750938E-1,3.164508045E-1,9.902330269E0
2.762739323E1,9.899106979E0,-1.651047617E-1,2.973082066E-1,9.904946781E0
2.762989573E1,9.884750366E0,-2.321037948E-1,3.308077157E-1,9.893007415E0
2.763239818E1,9.913464546E0,-1.986042857E-1,3.595215976E-1,9.921969500E0
2.763490068E1,9.908679008E0,-2.416750938E-1,3.355933726E-1,9.917305554E0
2.763740318E1,9.908679008E0,-2.225325108E-1,3.308077157E-1,9.916696736E0
2.763985318E1,9.918250084E0,-2.273181528E-1,3.116651475E-1,9.925749011E0
2.764230318E1,9.923035622E0,-2.512463629E-1,2.973082066E-1,9.930667291E0
2.764475318E1,9.927821159E0,-2.129612118E-1,3.068794906E-1,9.934845770E0
2.764725172E1,9.937392235E0,-2.177468538E-1,3.116651475E-1,9.944662553E0
2.764972219E1,9.927821159E0,-2.512463629E-1,3.212364316E-1,9.936193967E0
2.765222073E1,9.903892517E0,-2.273181528E-1,2.877369225E-1,9.910678739E0
2.765471928E1,9.932606697E0,-2.033899277E-1,2.781656384E-1,9.938582363E0
2.765721782E1,9.927821159E0,-1.842473447E-1,2.829512656E-1,9.933561369E0
2.765971636E1,9.908679008E0,-1.938186288E-1,2.829512656E-1,9.914612790E0
2.766221490E1,9.879964828E0,-2.225325108E-1,2.877369225E-1,9.886658600E0
2.766471376E1,9.903892517E0,-2.368894368E-1,2.590230405E-1,9.910110823E0
2.766721954E1,9.923035622E0,-2.225325108E-1,2.638086975E-1,9.929035789E0
2.766972532E1,9.927821159E0,-1.986042857E-1,2.638086975E-1,9.933311213E0
2.767222417E1,9.923035622E0,-1.986042857E-1,2.303091735E-1,9.927694693E0
2.767472297E1,9.918250084E0,-2.129612118E-1,2.350948304E-1,9.923321359E0
2.767722183E1,9.903892517E0,-2.464607358E-1,2.398804724E-1,9.909862387E0
2.767972068E1,9.946963310E0,-2.129612118E-1,2.159522474E-1,9.951586152E0
2.768221954E1,9.918250084E0,-2.464607358E-1,2.542374134E-1,9.924568720E0
2.768471839E1,9.903892517E0,-2.129612118E-1,2.590230405E-1,9.909567720E0
2.768721724E1,9.927821159E0,-2.081755698E-1,2.111666054E-1,9.932248556E0
2.768971573E1,9.937392235E0,-2.368894368E-1,2.494517565E-1,9.943344870E0
2.769219782E1,9.913464546E0,-2.368894368E-1,2.446661144E-1,9.919312346E0
2.769469631E1,9.889535904E0,-2.273181528E-1,2.398804724E-1,9.895056169E0
2.769719480E1,9.942177773E0,-1.986042857E-1,2.446661144E-1,9.947170655E0
2.769969329E1,9.923035622E0,-2.081755698E-1,2.159522474E-1,9.927568100E0
2.770219172E1,9.942177773E0,-2.081755698E-1,2.015953064E-1,9.946400183E0
2.770469016E1,9.937392235E0,-1.842473447E-1,2.207378894E-1,9.941551022E0
2.770718865E1,9.908679008E0,-2.177468538E-1,2.063809484E-1,9.913219784E0
2.770968709E1,9.913464546E0,-2.464607358E-1,2.398804724E-1,9.919428655E0
2.771218599E1,9.927821159E0,-1.890329868E-1,2.255235314E-1,9.932181397E0
2.771469474E1,9.899106979E0,-2.177468538E-1,2.111666054E-1,9.903753027E0
2.771720349E1,9.903892517E0,-2.081755698E-1,1.824527234E-1,9.907760244E0
2.771970240E1,9.879964828E0,-2.273181528E-1,2.638086975E-1,9.886100019E0
2.772220131E1,9.913464546E0,-2.177468538E-1,2.446661144E-1,9.918873651E0
2.772470021E1,9.927821159E0,-2.560320199E-1,2.350948304E-1,9.933904315E0
2.772719912E1,9.937392235E0,-1.938186288E-1,2.255235314E-1,9.941840421E0
2.772969802E1,9.961320877E0,-2.033899277E-1,1.872383654E-1,9.965156260E0
2.773219698E1,9.899106979E0,-2.177468538E-1,1.920240223E-1,9.903363363E0
2.773469589E1,9.889535904E0,-2.321037948E-1,1.872383654E-1,9.894031068E0
2.773719500E1,9.942177773E0,-1.986042857E-1,2.063809484E-1,9.946302610E0
2.773969803E1,9.908679008E0,-2.321037948E-1,2.111666054E-1,9.913646312E0
2.774220105E1,9.918250084E0,-2.560320199E-1,2.446661144E-1,9.924570451E0
2.774470016E1,9.913464546E0,-2.321037948E-1,2.207378894E-1,9.918637845E0
2.774719917E1,9.927821159E0,-2.225325108E-1,2.446661144E-1,9.933328506E0
2.774969829E1,9.956535339E0,-2.321037948E-1,2.398804724E-1,9.962128828E0
2.775219735E1,9.951749802E0,-2.273181528E-1,2.398804724E-1,9.957235575E0
2.775469646E1,9.903892517E0,-2.081755698E-1,2.350948304E-1,9.908869443E0
2.775719558E1,9.894321442E0,-2.081755698E-1,2.350948304E-1,9.899303179E0
2.775969464E1,9.932606697E0,-2.512463629E-1,2.781656384E-1,9.939676889E0
2.776219412E1,9.908679008E0,-2.273181528E-1,2.111666054E-1,9.913535422E0
2.776471084E1,9.918250084E0,-2.177468538E-1,2.063809484E-1,9.922786479E0
2.776721032E1,9.889535904E0,-2.321037948E-1,2.398804724E-1,9.895167265E0
2.776970974E1,9.899106979E0,-2.129612118E-1,2.590230405E-1,9.904784925E0
2.777220922E1,9.927821159E0,-2.033899277E-1,2.638086975E-1,9.933408049E0
2.777470876E1,9.899106979E0,-2.512463629E-1,2.111666054E-1,9.904546181E0
2.777720829E1,9.927821159E0,-1.651047617E-1,2.446661144E-1,9.932207915E0
2.777970776E1,9.927821159E0,-1.890329868E-1,2.638086975E-1,9.933124457E0
2.778220724E1,9.908679008E0,-1.842473447E-1,2.542374134E-1,9.913652376E0
2.778470631E1,9.918250084E0,-1.794617027E-1,2.590230405E-1,9.923254716E0
2.778719526E1,9.937392235E0,-2.129612118E-1,2.494517565E-1,9.942803583E0
2.778968417E1,9.956535339E0,-2.081755698E-1,2.590230405E-1,9.962079400E0
2.779218323E1,9.903892517E0,-1.986042857E-1,2.685943544E-1,9.909524387E0
2.779468219E1,9.879964828E0,-2.273181528E-1,3.164508045E-1,9.887644799E0
2.779718126E1,9.908679008E0,-2.129612118E-1,2.829512656E-1,9.915005476E0
2.779968027E1,9.899106979E0,-2.321037948E-1,2.685943544E-1,9.905469907E0
2.780217933E1,9.913464546E0,-2.368894368E-1,3.403790295E-1,9.922134538E0
2.780467839E1,9.889535904E0,-2.177468538E-1,2.829512656E-1,9.895978754E0
2.780717740E1,9.923035622E0,-1.986042857E-1,3.164508045E-1,9.930066501E0
2.780967683E1,9.894321442E0,-2.129612118E-1,2.685943544E-1,9.900257178E0
2.781219261E1,9.942177773E0,-1.890329868E-1,2.925225794E-1,9.948276323E0
2.781469204E1,9.894321442E0,-2.512463629E-1,3.212364316E-1,9.902722574E0
2.781719141E1,9.918250084E0,-2.464607358E-1,2.829512656E-1,9.925345789E0
2.781969084E1,9.932606697E0,-2.321037948E-1,3.738785386E-1,9.942350483E0
2.782219021E1,9.942177773E0,-2.225325108E-1,2.925225794E-1,9.948969245E0
2.782468959E1,9.879964828E0,-2.177468538E-1,3.020938635E-1,9.886980298E0
2.782718902E1,9.875179291E0,-2.368894368E-1,2.877369225E-1,9.882210035E0
2.782968844E1,9.942177773E0,-2.177468538E-1,3.164508045E-1,9.949595653E0
2.783218797E1,9.903892517E0,-1.794617027E-1,3.403790295E-1,9.911364759E0
2.783468990E1,9.894321442E0,-2.033899277E-1,2.925225794E-1,9.900733999E0
2.783719183E1,9.908679008E0,-2.033899277E-1,3.212364316E-1,9.915970956E0
2.783969136E1,9.903892517E0,-2.129612118E-1,3.068794906E-1,9.910934088E0
2.784219084E1,9.923035622E0,-2.321037948E-1,3.116651475E-1,9.930641635E0
2.784469037E1,9.937392235E0,-2.033899277E-1,3.308077157E-1,9.944976905E0
2.784718990E1,9.923035622E0,-1.746760458E-1,2.877369225E-1,9.928743133E0
2.784968938E1,9.913464546E0,-2.033899277E-1,2.398804724E-1,9.918451967E0
2.785218891E1,9.999606133E0,-2.129612118E-1,2.925225794E-1,1.000615035E1
2.785468844E1,9.870393753E0,-2.321037948E-1,2.973082066E-1,9.877597743E0
2.785718730E1,9.903892517E0,-2.177468538E-1,2.877369225E-1,9.910463825E0
2.785967115E1,9.975677490E0,-2.368894368E-1,3.690928817E-1,9.985313593E0
2.786215500E1,9.870393753E0,-1.986042857E-1,3.930211067E-1,9.880211642E0
2.786465386E1,9.899106979E0,-1.746760458E-1,3.212364316E-1,9.905858042E0
2.786715261E1,9.932606697E0,-1.842473447E-1,3.834498227E-1,9.941712964E0
2.786965146E1,9.899106979E0,-2.177468538E-1,3.643072546E-1,9.908201273E0
2.787215032E1,9.908679008E0,-2.321037948E-1,3.403790295E-1,9.917240027E0
2.787464917E1,9.851250648E0,-2.273181528E-1,3.690928817E-1,9.860783054E0
2.787714802E1,9.918250084E0,-2.081755698E-1,3.451646566E-1,9.926437449E0
2.787964683E1,9.918250084E0,-2.129612118E-1,3.595215976E-1,9.927048554E0
2.788214584E1,9.932606697E0,-2.273181528E-1,3.260220885E-1,9.940555304E0
2.788465219E1,9.899106979E0,-2.177468538E-1,3.308077157E-1,9.907026114E0
2.788715120E1,9.899106979E0,-2.273181528E-1,3.643072546E-1,9.908416236E0
2.788965016E1,9.918250084E0,-2.273181528E-1,3.595215976E-1,9.927366924E0
2.789214912E1,9.908679008E0,-2.368894368E-1,3.738785386E-1,9.918559445E0
2.789464813E1,9.894321442E0,-1.986042857E-1,3.595215976E-1,9.902842836E0
2.789714714E1,9.856036186E0,-2.033899277E-1,3.355933726E-1,9.863845076E0
2.789964615E1,9.889535904E0,-2.129612118E-1,3.499503136E-1,9.898016877E0
2.790214516E1,9.860821724E0,-2.225325108E-1,3.786641955E-1,9.870598379E0
2.790464417E1,9.860821724E0,-2.081755698E-1,3.978067636E-1,9.871038059E0
2.790714376E1,9.927821159E0,-2.129612118E-1,3.978067636E-1,9.938070017E0
2.790964329E1,9.903892517E0,-2.177468538E-1,3.690928817E-1,9.913159448E0
2.791214230E1,9.927821159E0,-2.177468538E-1,3.786641955E-1,9.937425886E0
2.791464126E1,9.884750366E0,-2.273181528E-1,3.690928817E-1,9.894250497E0
2.791714026E1,9.894321442E0,-2.081755698E-1,3.547359705E-1,9.902866831E0
2.791963933E1,9.894321442E0,-2.225325108E-1,3.738785386E-1,9.903883212E0
2.792213834E1,9.932606697E0,-2.177468538E-1,3.738785386E-1,9.942025682E0
2.792463735E1,9.918250084E0,-2.129612118E-1,4.121637046E-1,9.929094426E0
2.792713641E1,9.932606697E0,-2.273181528E-1,4.169493318E-1,9.943952740E0
2.792963558E1,9.908679008E0,-1.986042857E-1,4.121637046E-1,9.919235972E0
2.793214084E1,9.918250084E0,-1.938186288E-1,4.217349887E-1,9.929104229E0
2.793464001E1,9.923035622E0,-2.273181528E-1,3.930211067E-1,9.933417090E0
2.793713912E1,9.961320877E0,-1.938186288E-1,4.313062727E-1,9.972537509E0
2.793963823E1,9.927821159E0,-2.464607358E-1,4.313062727E-1,9.940241494E0
2.794213740E1,9.937392235E0,-2.225325108E-1,4.360919297E-1,9.949445277E0
2.794463657E1,9.899106979E0,-2.225325108E-1,4.360919297E-1,9.911206580E0
2.794713573E1,9.927821159E0,-2.129612118E-1,3.690928817E-1,9.936962061E0
2.794963490E1,9.903892517E0,-2.368894368E-1,3.978067636E-1,9.914708963E0
2.795213407E1,9.923035622E0,-1.986042857E-1,4.217349887E-1,9.933979062E0
2.795468407E1,9.923035622E0,-2.129612118E-1,4.313062727E-1,9.934687389E0
2.795723407E1,9.927821159E0,-2.081755698E-1,4.408775866E-1,9.939785867E0
2.795975902E1,9.899106979E0,-2.368894368E-1,4.025924206E-1,9.910121909E0
2.796228396E1,9.903892517E0,-2.177468538E-1,3.930211067E-1,9.914079194E0
2.796480886E1,9.913464546E0,-1.842473447E-1,3.930211067E-1,9.922962863E0
2.796731172E1,9.908679008E0,-2.129612118E-1,4.217349887E-1,9.919936117E0
2.796981459E1,9.889535904E0,-1.938186288E-1,4.073780477E-1,9.899820348E0
2.797231745E1,9.923035622E0,-2.273181528E-1,3.882354796E-1,9.933228895E0
2.797482032E1,9.899106979E0,-2.129612118E-1,4.025924206E-1,9.909578807E0
2.797727032E1,9.903892517E0,-2.273181528E-1,4.360919297E-1,9.916094831E0
2.797972032E1,9.918250084E0,-1.603191197E-1,4.265206456E-1,9.928711236E0
2.798217032E1,9.937392235E0,-2.225325108E-1,4.313062727E-1,9.949236667E0
2.798466886E1,9.879964828E0,-2.416750938E-1,4.360919297E-1,9.892536987E0
2.798712323E1,9.927821159E0,-2.177468538E-1,4.360919297E-1,9.939779818E0
2.798962178E1,9.932606697E0,-2.321037948E-1,4.648058116E-1,9.946184817E0
2.799212032E1,9.913464546E0,-2.129612118E-1,4.456632137E-1,9.925761809E0
2.799461886E1,9.899106979E0,-2.321037948E-1,4.456632137E-1,9.911851838E0
2.799711740E1,9.913464546E0,-2.273181528E-1,4.456632137E-1,9.926080221E0
2.799961594E1,9.903892517E0,-2.177468538E-1,4.600201547E-1,9.916961189E0
2.800211459E1,9.903892517E0,-2.081755698E-1,4.839483798E-1,9.917894438E0
2.800461860E1,9.913464546E0,-2.273181528E-1,4.456632137E-1,9.926080221E0
2.800711724E1,9.951749802E0,-2.273181528E-1,4.552344978E-1,9.964749676E0
2.800961589E1,9.927821159E0,-2.129612118E-1,4.552344978E-1,9.940534387E0
2.801211454E1,9.927821159E0,-1.746760458E-1,4.887340367E-1,9.941378458E0
2.801461318E1,9.908679008E0,-2.177468538E-1,4.600201547E-1,9.921741376E0
2.801711188E1,9.918250084E0,-2.225325108E-1,4.935196638E-1,9.933013999E0
2.801961052E1,9.903892517E0,-2.416750938E-1,4.839483798E-1,9.918654136E0
2.802210922E1,9.865608215E0,-2.273181528E-1,4.935196638E-1,9.880559734E0
2.802465922E1,9.918250084E0,-1.890329868E-1,4.217349887E-1,9.929011965E0
2.802720922E1,9.879964828E0,-2.081755698E-1,4.265206456E-1,9.891357942E0
2.802975922E1,9.879964828E0,-2.081755698E-1,4.073780477E-1,9.890550993E0
2.803225787E1,9.937392235E0,-2.225325108E-1,4.648058116E-1,9.950745178E0
2.803476313E1,9.937392235E0,-2.321037948E-1,4.743770957E-1,9.951415489E0
2.803726839E1,9.932606697E0,-2.225325108E-1,4.648058116E-1,9.945966065E0
2.803977360E1,9.870393753E0,-1.986042857E-1,4.552344978E-1,9.882881915E0
2.804227886E1,9.894321442E0,-2.129612118E-1,4.743770957E-1,9.907975721E0
2.804478412E1,9.918250084E0,-2.321037948E-1,4.743770957E-1,9.932300364E0
2.804728277E1,9.946963310E0,-2.416750938E-1,5.228317380E-1,9.963625794E0
2.804978349E1,9.918250084E0,-2.177468538E-1,4.839483798E-1,9.932436985E0
2.805228417E1,9.932606697E0,-2.273181528E-1,4.504488707E-1,9.945413693E0
2.805478282E1,9.932606697E0,-2.464607358E-1,4.456632137E-1,9.945654046E0
2.805728141E1,9.923035622E0,-2.177468538E-1,4.313062727E-1,9.934791127E0
2.805977995E1,9.961320877E0,-2.225325108E-1,4.743770957E-1,9.975092379E0
2.806227855E1,9.923035622E0,-2.321037948E-1,4.265206456E-1,9.934909561E0
2.806477709E1,9.932606697E0,-2.081755698E-1,4.360919297E-1,9.944354632E0
2.806727568E1,9.927821159E0,-2.129612118E-1,4.265206456E-1,9.939260803E0
2.806977433E1,9.870393753E0,-2.321037948E-1,4.552344978E-1,9.883611863E0
2.807227459E1,9.894321442E0,-2.081755698E-1,4.504488707E-1,9.906757191E0
2.807477485E1,9.860821724E0,-1.794617027E-1,4.600201547E-1,9.873177306E0
