"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.794147862E1,-2.517503023E0,6.367379189E0,6.688202381E0
2.795156056E1,-2.512714624E0,6.386533260E0,6.702567577E0
2.796148324E1,-2.512714624E0,6.386533260E0,6.659471989E0
2.797148093E1,-2.503137827E0,6.381744862E0,6.654683590E0
2.797148093E1,-2.503137827E0,6.357802391E0,6.697779179E0
2.798149786E1,-2.483984232E0,6.372167587E0,6.683413982E0
2.799148938E1,-2.493561029E0,6.357802391E0,6.702567577E0
2.800145823E1,-2.488772631E0,6.362590790E0,6.678625584E0
2.801137732E1,-2.498349428E0,6.381744862E0,6.712144375E0
2.802148083E1,-2.493561029E0,6.353013992E0,6.688202381E0
2.803142707E1,-2.469619036E0,6.353013992E0,6.673837185E0
2.804151022E1,-2.498349428E0,6.367379189E0,6.712144375E0
2.805153365E1,-2.488772631E0,6.376956463E0,6.712144375E0
2.806150791E1,-2.498349428E0,6.353013992E0,6.692990780E0
2.807155660E1,-2.498349428E0,6.348225594E0,6.688202381E0
2.808157984E1,-2.498349428E0,6.362590790E0,6.716932774E0
2.809163981E1,-2.483984232E0,6.381744862E0,6.731297970E0
2.810159738E1,-2.503137827E0,6.357802391E0,6.712144375E0
2.811173078E1,-2.488772631E0,6.362590790E0,6.673837185E0
2.812173388E1,-2.483984232E0,6.348225594E0,6.702567577E0
2.813169407E1,-2.503137827E0,6.376956463E0,6.736086369E0
2.814179371E1,-2.498349428E0,6.381744862E0,6.712144375E0
2.815174263E1,-2.503137827E0,6.338648796E0,6.669048786E0
2.816177594E1,-2.483984232E0,6.367379189E0,6.721721172E0
2.817180373E1,-2.488772631E0,6.372167587E0,6.702567577E0
2.818179347E1,-2.483984232E0,6.348225594E0,6.716932774E0
2.819189934E1,-2.488772631E0,6.372167587E0,6.688202381E0
2.820193835E1,-2.493561029E0,6.357802391E0,6.702567577E0
2.821190613E1,-2.493561029E0,6.353013992E0,6.712144375E0
2.822199830E1,-2.498349428E0,6.362590790E0,6.697779179E0
2.823192258E1,-2.488772631E0,6.353013992E0,6.683413982E0
2.824205247E1,-2.488772631E0,6.372167587E0,6.707355976E0
2.825201709E1,-2.469619036E0,6.353013992E0,6.683413982E0
2.826203787E1,-2.483984232E0,6.357802391E0,6.702567577E0
2.827206371E1,-2.498349428E0,6.372167587E0,6.669048786E0
2.828215949E1,-2.517503023E0,6.353013992E0,6.673837185E0
2.829209519E1,-2.503137827E0,6.343437195E0,6.664260387E0
2.830220658E1,-2.498349428E0,6.357802391E0,6.702567577E0
2.831217517E1,-2.483984232E0,6.353013992E0,6.683413982E0
2.832212266E1,-2.488772631E0,6.348225594E0,6.683413982E0
2.833219913E1,-2.507926226E0,6.353013992E0,6.716932774E0
2.834230459E1,-2.512714624E0,6.348225594E0,6.673837185E0
2.835222790E1,-2.493561029E0,6.362590790E0,6.688202381E0
2.836221336E1,-2.469619036E0,6.362590790E0,6.697779179E0
2.837233503E1,-2.488772631E0,6.376956463E0,6.726509571E0
2.838241552E1,-2.498349428E0,6.348225594E0,6.702567577E0
2.839237133E1,-2.517503023E0,6.362590790E0,6.683413982E0
2.840237301E1,-2.479195833E0,6.353013992E0,6.731297970E0
2.841244158E1,-2.483984232E0,6.362590790E0,6.726509571E0
2.842238817E1,-2.507926226E0,6.367379189E0,6.702567577E0
2.843247741E1,-2.493561029E0,6.362590790E0,6.683413982E0
2.844246907E1,-2.474407434E0,6.376956463E0,6.678625584E0
2.845250949E1,-2.498349428E0,6.362590790E0,6.716932774E0
2.846259568E1,-2.507926226E0,6.362590790E0,6.707355976E0
2.847262834E1,-2.493561029E0,6.353013992E0,6.688202381E0
2.848258114E1,-2.488772631E0,6.357802391E0,6.683413982E0
2.849265980E1,-2.512714624E0,6.372167587E0,6.716932774E0
2.850264648E1,-2.483984232E0,6.362590790E0,6.707355976E0
2.851270178E1,-2.488772631E0,6.357802391E0,6.692990780E0
2.852269718E1,-2.517503023E0,6.362590790E0,6.712144375E0
2.853270267E1,-2.498349428E0,6.362590790E0,6.688202381E0
2.854274936E1,-2.493561029E0,6.362590790E0,6.721721172E0
2.855276328E1,-2.503137827E0,6.391321659E0,6.692990780E0
2.856275597E1,-2.469619036E0,6.372167587E0,6.669048786E0
2.857280178E1,-2.493561029E0,6.348225594E0,6.740874767E0
2.858286241E1,-2.488772631E0,6.357802391E0,6.707355976E0
2.859292014E1,-2.493561029E0,6.372167587E0,6.697779179E0
2.860283302E1,-2.493561029E0,6.367379189E0,6.697779179E0
2.861289991E1,-2.483984232E0,6.372167587E0,6.707355976E0
2.862292776E1,-2.493561029E0,6.362590790E0,6.678625584E0
2.863297095E1,-2.507926226E0,6.362590790E0,6.702567577E0
2.864298860E1,-2.488772631E0,6.357802391E0,6.673837185E0
2.865298667E1,-2.479195833E0,6.367379189E0,6.673837185E0
2.866303752E1,-2.483984232E0,6.357802391E0,6.707355976E0
2.867302161E1,-2.503137827E0,6.362590790E0,6.692990780E0
2.868309340E1,-2.498349428E0,6.362590790E0,6.688202381E0
2.869308653E1,-2.517503023E0,6.391321659E0,6.702567577E0
2.870309250E1,-2.507926226E0,6.362590790E0,6.673837185E0
2.871323697E1,-2.493561029E0,6.367379189E0,6.697779179E0
2.872326880E1,-2.474407434E0,6.391321659E0,6.731297970E0
2.873320157E1,-2.503137827E0,6.357802391E0,6.707355976E0
2.874327338E1,-2.512714624E0,6.367379189E0,6.669048786E0
2.875323129E1,-2.488772631E0,6.376956463E0,6.688202381E0
2.876336183E1,-2.493561029E0,6.362590790E0,6.707355976E0
2.877342159E1,-2.479195833E0,6.353013992E0,6.697779179E0
2.878334777E1,-2.493561029E0,6.357802391E0,6.707355976E0
2.879345130E1,-2.488772631E0,6.367379189E0,6.673837185E0
2.880342893E1,-2.498349428E0,6.357802391E0,6.664260387E0
2.881347048E1,-2.474407434E0,6.367379189E0,6.707355976E0
2.882349140E1,-2.493561029E0,6.376956463E0,6.726509571E0
2.883343431E1,-2.503137827E0,6.357802391E0,6.669048786E0
2.884355286E1,-2.479195833E0,6.367379189E0,6.654683590E0
2.885357537E1,-2.469619036E0,6.372167587E0,6.721721172E0
2.886352407E1,-2.493561029E0,6.362590790E0,6.707355976E0
2.887359049E1,-2.474407434E0,6.376956463E0,6.697779179E0
2.888367242E1,-2.498349428E0,6.348225594E0,6.678625584E0
2.889366616E1,-2.507926226E0,6.348225594E0,6.678625584E0
2.890366851E1,-2.474407434E0,6.376956463E0,6.707355976E0
2.891363138E1,-2.483984232E0,6.386533260E0,6.702567577E0
2.892365347E1,-2.507926226E0,6.357802391E0,6.683413982E0
2.893370161E1,-2.493561029E0,6.367379189E0,6.688202381E0
2.894370885E1,-2.488772631E0,6.381744862E0,6.707355976E0
2.895374118E1,-2.498349428E0,6.381744862E0,6.707355976E0
2.896387496E1,-2.493561029E0,6.353013992E0,6.683413982E0
2.897382724E1,-2.469619036E0,6.367379189E0,6.678625584E0
2.898381932E1,-2.512714624E0,6.381744862E0,6.688202381E0
2.899384110E1,-2.493561029E0,6.348225594E0,6.702567577E0
2.900386651E1,-2.488772631E0,6.367379189E0,6.697779179E0
2.901391599E1,-2.503137827E0,6.367379189E0,6.697779179E0
2.902399095E1,-2.498349428E0,6.372167587E0,6.688202381E0
2.903395087E1,-2.488772631E0,6.367379189E0,6.707355976E0
2.904407960E1,-2.483984232E0,6.376956463E0,6.721721172E0
2.905411870E1,-2.493561029E0,6.348225594E0,6.673837185E0
2.906402855E1,-2.488772631E0,6.376956463E0,6.664260387E0
2.907411770E1,-2.498349428E0,6.376956463E0,6.707355976E0
2.908414528E1,-2.507926226E0,6.329071999E0,6.664260387E0
2.909411035E1,-2.488772631E0,6.367379189E0,6.669048786E0
2.910424226E1,-2.483984232E0,6.362590790E0,6.697779179E0
2.911423017E1,-2.479195833E0,6.348225594E0,6.683413982E0
2.912424862E1,-2.483984232E0,6.362590790E0,6.688202381E0
2.913431558E1,-2.498349428E0,6.376956463E0,6.688202381E0
2.914424697E1,-2.488772631E0,6.381744862E0,6.692990780E0
2.915431908E1,-2.483984232E0,6.376956463E0,6.688202381E0
2.916434617E1,-2.498349428E0,6.367379189E0,6.712144375E0
2.917432535E1,-2.488772631E0,6.353013992E0,6.669048786E0
2.918434973E1,-2.507926226E0,6.357802391E0,6.688202381E0
2.919445340E1,-2.488772631E0,6.376956463E0,6.692990780E0
2.920440152E1,-2.479195833E0,6.343437195E0,6.683413982E0
2.921443060E1,-2.507926226E0,6.376956463E0,6.712144375E0
2.922444630E1,-2.493561029E0,6.386533260E0,6.688202381E0
2.923447589E1,-2.493561029E0,6.362590790E0,6.688202381E0
2.924455965E1,-2.479195833E0,6.353013992E0,6.669048786E0
2.925459088E1,-2.493561029E0,6.391321659E0,6.702567577E0
2.926455711E1,-2.488772631E0,6.348225594E0,6.712144375E0
2.927458480E1,-2.503137827E0,6.362590790E0,6.692990780E0
2.928460238E1,-2.512714624E0,6.376956463E0,6.654683590E0
2.929464768E1,-2.488772631E0,6.362590790E0,6.697779179E0
2.930465691E1,-2.503137827E0,6.372167587E0,6.716932774E0
2.931468297E1,-2.479195833E0,6.376956463E0,6.702567577E0
2.932470859E1,-2.493561029E0,6.357802391E0,6.688202381E0
2.933479618E1,-2.464830637E0,6.357802391E0,6.673837185E0
2.934477329E1,-2.483984232E0,6.386533260E0,6.683413982E0
2.935479287E1,-2.488772631E0,6.372167587E0,6.712144375E0
2.936481474E1,-2.517503023E0,6.357802391E0,6.697779179E0
2.937491845E1,-2.493561029E0,6.353013992E0,6.669048786E0
2.938498400E1,-2.498349428E0,6.357802391E0,6.692990780E0
2.939492520E1,-2.488772631E0,6.372167587E0,6.697779179E0
2.940498352E1,-2.479195833E0,6.376956463E0,6.721721172E0
2.941498225E1,-2.498349428E0,6.376956463E0,6.688202381E0
2.942509823E1,-2.507926226E0,6.386533260E0,6.673837185E0
2.943502931E1,-2.503137827E0,6.372167587E0,6.692990780E0
2.944504646E1,-2.498349428E0,6.391321659E0,6.716932774E0
2.945516384E1,-2.493561029E0,6.343437195E0,6.692990780E0
2.946509397E1,-2.474407434E0,6.376956463E0,6.688202381E0
2.947512822E1,-2.507926226E0,6.367379189E0,6.716932774E0
2.948513215E1,-2.493561029E0,6.357802391E0,6.716932774E0
2.949518601E1,-2.479195833E0,6.362590790E0,6.683413982E0
2.950529507E1,-2.479195833E0,6.362590790E0,6.683413982E0
2.951522174E1,-2.488772631E0,6.372167587E0,6.712144375E0
2.952529934E1,-2.503137827E0,6.376956463E0,6.702567577E0
2.953528363E1,-2.488772631E0,6.357802391E0,6.692990780E0
2.954528743E1,-2.483984232E0,6.391321659E0,6.692990780E0
2.955532619E1,-2.488772631E0,6.367379189E0,6.716932774E0
2.956535710E1,-2.488772631E0,6.362590790E0,6.673837185E0
2.957538257E1,-2.498349428E0,6.386533260E0,6.688202381E0
2.958544890E1,-2.493561029E0,6.367379189E0,6.654683590E0
2.959543112E1,-2.493561029E0,6.376956463E0,6.688202381E0
2.960551874E1,-2.488772631E0,6.362590790E0,6.712144375E0
2.961549902E1,-2.474407434E0,6.362590790E0,6.692990780E0
2.962549429E1,-2.488772631E0,6.343437195E0,6.688202381E0
2.963552462E1,-2.479195833E0,6.376956463E0,6.683413982E0
2.964554705E1,-2.483984232E0,6.372167587E0,6.716932774E0
2.965558374E1,-2.512714624E0,6.338648796E0,6.702567577E0
2.966559902E1,-2.488772631E0,6.372167587E0,6.692990780E0
2.967561203E1,-2.479195833E0,6.353013992E0,6.678625584E0
2.968567642E1,-2.498349428E0,6.367379189E0,6.716932774E0
2.969568200E1,-2.483984232E0,6.381744862E0,6.726509571E0
2.970568276E1,-2.483984232E0,6.367379189E0,6.692990780E0
2.971578660E1,-2.507926226E0,6.357802391E0,6.669048786E0
2.972574542E1,-2.488772631E0,6.372167587E0,6.697779179E0
2.973579643E1,-2.488772631E0,6.376956463E0,6.712144375E0
2.974582521E1,-2.507926226E0,6.357802391E0,6.692990780E0
2.975593513E1,-2.517503023E0,6.362590790E0,6.697779179E0
2.976585368E1,-2.493561029E0,6.372167587E0,6.697779179E0
2.977590491E1,-2.507926226E0,6.348225594E0,6.692990780E0
2.978589056E1,-2.493561029E0,6.376956463E0,6.712144375E0
2.979602388E1,-2.503137827E0,6.362590790E0,6.702567577E0
2.980594856E1,-2.498349428E0,6.348225594E0,6.688202381E0
2.981598817E1,-2.498349428E0,6.381744862E0,6.692990780E0
2.982598455E1,-2.498349428E0,6.372167587E0,6.688202381E0
2.983602712E1,-2.488772631E0,6.353013992E0,6.697779179E0
2.984603671E1,-2.488772631E0,6.376956463E0,6.688202381E0
2.985621708E1,-2.498349428E0,6.353013992E0,6.692990780E0
2.986610387E1,-2.517503023E0,6.381744862E0,6.697779179E0
2.987623091E1,-2.498349428E0,6.357802391E0,6.702567577E0
2.988615469E1,-2.507926226E0,6.362590790E0,6.716932774E0
2.989619087E1,-2.493561029E0,6.353013992E0,6.683413982E0
2.990618326E1,-2.517503023E0,6.357802391E0,6.669048786E0
2.991622687E1,-2.483984232E0,6.367379189E0,6.683413982E0
2.992622907E1,-2.498349428E0,6.348225594E0,6.707355976E0
2.993627456E1,-2.493561029E0,6.367379189E0,6.707355976E0
2.994633328E1,-2.507926226E0,6.353013992E0,6.678625584E0
2.995642068E1,-2.483984232E0,6.333860397E0,6.692990780E0
2.996633178E1,-2.488772631E0,6.376956463E0,6.697779179E0
2.997637109E1,-2.479195833E0,6.376956463E0,6.697779179E0
2.998637297E1,-2.507926226E0,6.367379189E0,6.721721172E0
2.999652296E1,-2.498349428E0,6.357802391E0,6.683413982E0
3.000642926E1,-2.474407434E0,6.376956463E0,6.707355976E0
3.001646389E1,-2.460042238E0,6.396110058E0,6.707355976E0
3.002647271E1,-2.503137827E0,6.362590790E0,6.683413982E0
3.003654588E1,-2.498349428E0,6.362590790E0,6.683413982E0
3.004652145E1,-2.498349428E0,6.381744862E0,6.692990780E0
3.005666152E1,-2.483984232E0,6.400898457E0,6.702567577E0
3.006657473E1,-2.493561029E0,6.348225594E0,6.707355976E0
3.007667953E1,-2.498349428E0,6.372167587E0,6.683413982E0
3.008663414E1,-2.503137827E0,6.343437195E0,6.688202381E0
3.009666639E1,-2.503137827E0,6.357802391E0,6.707355976E0
3.010666197E1,-2.488772631E0,6.381744862E0,6.683413982E0
3.011669887E1,-2.493561029E0,6.367379189E0,6.707355976E0
3.012671087E1,-2.498349428E0,6.362590790E0,6.688202381E0
3.013675967E1,-2.503137827E0,6.362590790E0,6.673837185E0
3.014675987E1,-2.498349428E0,6.386533260E0,6.688202381E0
3.015679311E1,-2.503137827E0,6.405686855E0,6.697779179E0
3.016680080E1,-2.488772631E0,6.376956463E0,6.678625584E0
3.017685038E1,-2.498349428E0,6.357802391E0,6.683413982E0
3.018685104E1,-2.493561029E0,6.357802391E0,6.712144375E0
3.019693422E1,-2.498349428E0,6.381744862E0,6.697779179E0
3.020690360E1,-2.503137827E0,6.357802391E0,6.688202381E0
3.021694393E1,-2.488772631E0,6.362590790E0,6.697779179E0
3.022695764E1,-2.503137827E0,6.348225594E0,6.721721172E0
3.023697573E1,-2.503137827E0,6.362590790E0,6.664260387E0
3.024706769E1,-2.493561029E0,6.367379189E0,6.678625584E0
3.025710715E1,-2.483984232E0,6.372167587E0,6.683413982E0
3.026709208E1,-2.488772631E0,6.396110058E0,6.669048786E0
3.027710411E1,-2.493561029E0,6.357802391E0,6.688202381E0
3.028714134E1,-2.479195833E0,6.362590790E0,6.683413982E0
3.029713569E1,-2.503137827E0,6.376956463E0,6.678625584E0
3.030713836E1,-2.503137827E0,6.372167587E0,6.716932774E0
3.031722645E1,-2.498349428E0,6.372167587E0,6.688202381E0
3.032729793E1,-2.483984232E0,6.381744862E0,6.692990780E0
3.033722369E1,-2.483984232E0,6.376956463E0,6.697779179E0
3.034729230E1,-2.488772631E0,6.381744862E0,6.688202381E0
3.035735966E1,-2.503137827E0,6.381744862E0,6.664260387E0
3.036727624E1,-2.503137827E0,6.372167587E0,6.669048786E0
3.037731106E1,-2.493561029E0,6.376956463E0,6.673837185E0
3.038738466E1,-2.498349428E0,6.362590790E0,6.692990780E0
3.039739661E1,-2.498349428E0,6.381744862E0,6.692990780E0
3.040735941E1,-2.503137827E0,6.343437195E0,6.673837185E0
3.041750797E1,-2.474407434E0,6.381744862E0,6.673837185E0
3.042753501E1,-2.503137827E0,6.386533260E0,6.712144375E0
3.043743880E1,-2.512714624E0,6.362590790E0,6.678625584E0
3.044756085E1,-2.483984232E0,6.376956463E0,6.673837185E0
3.045756227E1,-2.498349428E0,6.367379189E0,6.702567577E0
3.046756064E1,-2.488772631E0,6.353013992E0,6.702567577E0
3.047762956E1,-2.503137827E0,6.391321659E0,6.683413982E0
3.048765031E1,-2.507926226E0,6.391321659E0,6.702567577E0
3.049758992E1,-2.503137827E0,6.376956463E0,6.683413982E0
3.050777564E1,-2.493561029E0,6.353013992E0,6.712144375E0
3.051767247E1,-2.488772631E0,6.353013992E0,6.707355976E0
3.052772284E1,-2.493561029E0,6.376956463E0,6.673837185E0
3.053779279E1,-2.503137827E0,6.367379189E0,6.654683590E0
3.054781999E1,-2.483984232E0,6.386533260E0,6.697779179E0
3.055771805E1,-2.498349428E0,6.372167587E0,6.678625584E0
3.056780439E1,-2.493561029E0,6.362590790E0,6.688202381E0
3.057777925E1,-2.474407434E0,6.376956463E0,6.697779179E0
3.058782944E1,-2.512714624E0,6.386533260E0,6.692990780E0
3.059786895E1,-2.493561029E0,6.372167587E0,6.697779179E0
3.060782539E1,-2.493561029E0,6.357802391E0,6.692990780E0
3.061790988E1,-2.493561029E0,6.381744862E0,6.683413982E0
3.062786333E1,-2.507926226E0,6.376956463E0,6.688202381E0
3.063798589E1,-2.498349428E0,6.362590790E0,6.688202381E0
3.064802202E1,-2.503137827E0,6.367379189E0,6.683413982E0
3.065795648E1,-2.507926226E0,6.348225594E0,6.683413982E0
3.066794603E1,-2.474407434E0,6.372167587E0,6.721721172E0
3.067797929E1,-2.483984232E0,6.372167587E0,6.683413982E0
3.068812485E1,-2.503137827E0,6.372167587E0,6.683413982E0
3.069807646E1,-2.498349428E0,6.386533260E0,6.707355976E0
3.070815346E1,-2.498349428E0,6.367379189E0,6.697779179E0
3.071807670E1,-2.493561029E0,6.376956463E0,6.702567577E0
3.072810313E1,-2.498349428E0,6.376956463E0,6.697779179E0
3.073820640E1,-2.503137827E0,6.372167587E0,6.702567577E0
3.074822392E1,-2.488772631E0,6.367379189E0,6.702567577E0
3.075823598E1,-2.493561029E0,6.372167587E0,6.697779179E0
3.076827880E1,-2.498349428E0,6.367379189E0,6.692990780E0
3.077824179E1,-2.517503023E0,6.372167587E0,6.692990780E0
3.078822430E1,-2.503137827E0,6.367379189E0,6.716932774E0
3.079830021E1,-2.503137827E0,6.357802391E0,6.697779179E0
3.080834249E1,-2.493561029E0,6.333860397E0,6.659471989E0
3.081841755E1,-2.479195833E0,6.381744862E0,6.683413982E0
3.082831896E1,-2.507926226E0,6.357802391E0,6.707355976E0
3.083839397E1,-2.498349428E0,6.357802391E0,6.688202381E0
3.084838812E1,-2.479195833E0,6.343437195E0,6.697779179E0
3.085845245E1,-2.474407434E0,6.381744862E0,6.678625584E0
3.086841418E1,-2.488772631E0,6.367379189E0,6.726509571E0
3.087844074E1,-2.503137827E0,6.367379189E0,6.712144375E0
3.088848837E1,-2.493561029E0,6.381744862E0,6.712144375E0
3.089855149E1,-2.503137827E0,6.353013992E0,6.649895191E0
3.090861555E1,-2.469619036E0,6.381744862E0,6.697779179E0
3.091866317E1,-2.507926226E0,6.367379189E0,6.716932774E0
3.092865150E1,-2.507926226E0,6.381744862E0,6.716932774E0
3.093871698E1,-2.517503023E0,6.357802391E0,6.664260387E0
3.094869185E1,-2.479195833E0,6.357802391E0,6.692990780E0
3.095864171E1,-2.503137827E0,6.362590790E0,6.716932774E0
3.096875438E1,-2.483984232E0,6.357802391E0,6.688202381E0
3.097874509E1,-2.512714624E0,6.362590790E0,6.697779179E0
3.098882302E1,-2.498349428E0,6.367379189E0,6.716932774E0
3.099874550E1,-2.493561029E0,6.381744862E0,6.712144375E0
3.100888551E1,-2.507926226E0,6.386533260E0,6.712144375E0
3.101878344E1,-2.507926226E0,6.372167587E0,6.697779179E0
3.102884957E1,-2.479195833E0,6.391321659E0,6.683413982E0
3.103882573E1,-2.483984232E0,6.372167587E0,6.712144375E0
3.104892491E1,-2.493561029E0,6.362590790E0,6.697779179E0
3.105894660E1,-2.479195833E0,6.376956463E0,6.697779179E0
3.106901270E1,-2.493561029E0,6.396110058E0,6.712144375E0
3.107894052E1,-2.493561029E0,6.376956463E0,6.669048786E0
3.108901590E1,-2.507926226E0,6.391321659E0,6.669048786E0
3.109910040E1,-2.493561029E0,6.353013992E0,6.673837185E0
3.110911759E1,-2.503137827E0,6.353013992E0,6.692990780E0
3.111903251E1,-2.483984232E0,6.367379189E0,6.702567577E0
3.112912384E1,-2.507926226E0,6.386533260E0,6.683413982E0
3.113918926E1,-2.503137827E0,6.376956463E0,6.678625584E0
3.114917192E1,-2.498349428E0,6.362590790E0,6.697779179E0
3.115919222E1,-2.493561029E0,6.372167587E0,6.697779179E0
3.116921927E1,-2.503137827E0,6.386533260E0,6.692990780E0
3.117923037E1,-2.493561029E0,6.381744862E0,6.664260387E0
3.118926202E1,-2.493561029E0,6.362590790E0,6.692990780E0
3.119923404E1,-2.507926226E0,6.372167587E0,6.688202381E0
3.120931218E1,-2.498349428E0,6.357802391E0,6.678625584E0
3.121934013E1,-2.493561029E0,6.367379189E0,6.712144375E0
3.122935376E1,-2.507926226E0,6.353013992E0,6.692990780E0
3.123933317E1,-2.488772631E0,6.362590790E0,6.678625584E0
3.124935531E1,-2.498349428E0,6.372167587E0,6.697779179E0
3.125942189E1,-2.483984232E0,6.357802391E0,6.664260387E0
3.126950959E1,-2.493561029E0,6.376956463E0,6.664260387E0
3.127953134E1,-2.493561029E0,6.376956463E0,6.721721172E0
3.128952989E1,-2.498349428E0,6.372167587E0,6.692990780E0
3.129946483E1,-2.488772631E0,6.372167587E0,6.692990780E0
3.130960127E1,-2.479195833E0,6.367379189E0,6.683413982E0
3.131956071E1,-2.488772631E0,6.362590790E0,6.688202381E0
3.132972970E1,-2.503137827E0,6.362590790E0,6.678625584E0
3.133957692E1,-2.483984232E0,6.381744862E0,6.702567577E0
3.134969663E1,-2.503137827E0,6.372167587E0,6.707355976E0
3.135967505E1,-2.503137827E0,6.362590790E0,6.692990780E0
3.136970583E1,-2.488772631E0,6.376956463E0,6.716932774E0
3.137972570E1,-2.503137827E0,6.381744862E0,6.683413982E0
3.138981043E1,-2.498349428E0,6.357802391E0,6.645106792E0
3.139971939E1,-2.503137827E0,6.376956463E0,6.692990780E0
3.140987189E1,-2.503137827E0,6.357802391E0,6.707355976E0
3.141988640E1,-2.507926226E0,6.367379189E0,6.721721172E0
3.142984614E1,-2.469619036E0,6.381744862E0,6.702567577E0
3.143993067E1,-2.493561029E0,6.400898457E0,6.712144375E0
3.144997599E1,-2.498349428E0,6.338648796E0,6.659471989E0
3.145988757E1,-2.479195833E0,6.391321659E0,6.692990780E0
3.146989614E1,-2.498349428E0,6.367379189E0,6.712144375E0
3.147991743E1,-2.517503023E0,6.367379189E0,6.731297970E0
3.149003657E1,-2.479195833E0,6.386533260E0,6.712144375E0
3.149997357E1,-2.507926226E0,6.386533260E0,6.692990780E0
3.151005322E1,-2.498349428E0,6.357802391E0,6.678625584E0
3.152002609E1,-2.474407434E0,6.372167587E0,6.707355976E0
3.153015788E1,-2.507926226E0,6.376956463E0,6.707355976E0
3.154017860E1,-2.507926226E0,6.367379189E0,6.683413982E0
3.155019917E1,-2.488772631E0,6.381744862E0,6.688202381E0
3.156024767E1,-2.479195833E0,6.386533260E0,6.712144375E0
3.157023103E1,-2.522291422E0,6.357802391E0,6.683413982E0
3.158016315E1,-2.493561029E0,6.381744862E0,6.692990780E0
3.159026867E1,-2.488772631E0,6.381744862E0,6.654683590E0
3.160028664E1,-2.512714624E0,6.367379189E0,6.688202381E0
3.161032053E1,-2.507926226E0,6.367379189E0,6.678625584E0
3.162026375E1,-2.479195833E0,6.386533260E0,6.716932774E0
3.163039908E1,-2.483984232E0,6.391321659E0,6.692990780E0
3.164045333E1,-2.498349428E0,6.372167587E0,6.683413982E0
3.165047485E1,-2.474407434E0,6.381744862E0,6.702567577E0
3.166044445E1,-2.512714624E0,6.381744862E0,6.736086369E0
3.167044084E1,-2.507926226E0,6.348225594E0,6.731297970E0
3.168055860E1,-2.488772631E0,6.372167587E0,6.697779179E0
3.169055765E1,-2.517503023E0,6.372167587E0,6.712144375E0
3.170047418E1,-2.517503023E0,6.362590790E0,6.692990780E0
3.171053638E1,-2.493561029E0,6.367379189E0,6.692990780E0
3.172052663E1,-2.503137827E0,6.357802391E0,6.664260387E0
3.173061723E1,-2.503137827E0,6.367379189E0,6.692990780E0
3.174062557E1,-2.503137827E0,6.400898457E0,6.707355976E0
3.175072874E1,-2.479195833E0,6.372167587E0,6.692990780E0
3.176071936E1,-2.483984232E0,6.357802391E0,6.659471989E0
3.177079365E1,-2.488772631E0,6.396110058E0,6.669048786E0
3.178068013E1,-2.493561029E0,6.391321659E0,6.692990780E0
3.179070727E1,-2.493561029E0,6.372167587E0,6.678625584E0
3.180078519E1,-2.469619036E0,6.376956463E0,6.697779179E0
3.181083467E1,-2.469619036E0,6.362590790E0,6.678625584E0
3.182090922E1,-2.503137827E0,6.362590790E0,6.707355976E0
3.183079906E1,-2.498349428E0,6.376956463E0,6.692990780E0
3.184088488E1,-2.498349428E0,6.386533260E0,6.707355976E0
3.185093010E1,-2.503137827E0,6.353013992E0,6.673837185E0
3.186095605E1,-2.498349428E0,6.376956463E0,6.683413982E0
3.187094370E1,-2.503137827E0,6.357802391E0,6.697779179E0
3.188092134E1,-2.507926226E0,6.343437195E0,6.678625584E0
3.189095415E1,-2.483984232E0,6.376956463E0,6.683413982E0
3.190101767E1,-2.507926226E0,6.362590790E0,6.688202381E0
3.191098937E1,-2.493561029E0,6.381744862E0,6.712144375E0
3.192112207E1,-2.474407434E0,6.372167587E0,6.688202381E0
3.193117384E1,-2.493561029E0,6.376956463E0,6.702567577E0
3.194105997E1,-2.503137827E0,6.372167587E0,6.673837185E0
3.195110381E1,-2.507926226E0,6.376956463E0,6.707355976E0
3.196117858E1,-2.483984232E0,6.367379189E0,6.707355976E0
3.196117858E1,-2.479195833E0,6.415263653E0,6.678625584E0
3.197117090E1,-2.474407434E0,6.424840450E0,6.673837185E0
3.198111775E1,-2.445677042E0,6.386533260E0,6.692990780E0
3.199114549E1,-2.450465441E0,6.348225594E0,6.692990780E0
3.200108428E1,-2.431311846E0,6.372167587E0,6.731297970E0
3.201114992E1,-2.469619036E0,6.429628849E0,6.750451565E0
3.202122718E1,-2.527079821E0,6.405686855E0,6.697779179E0
3.203129828E1,-2.464830637E0,6.386533260E0,6.702567577E0
3.204128844E1,-2.445677042E0,6.348225594E0,6.712144375E0
3.205128918E1,-2.445677042E0,6.343437195E0,6.712144375E0
3.206138967E1,-2.450465441E0,6.372167587E0,6.726509571E0
3.207140889E1,-2.493561029E0,6.405686855E0,6.649895191E0
3.208143950E1,-2.483984232E0,6.348225594E0,6.611588001E0
3.209139112E1,-2.440888643E0,6.372167587E0,6.659471989E0
3.210141044E1,-2.440888643E0,6.396110058E0,6.760028362E0
3.211143894E1,-2.450465441E0,6.367379189E0,6.702567577E0
3.212150094E1,-2.474407434E0,6.391321659E0,6.654683590E0
3.213144767E1,-2.455253839E0,6.410475254E0,6.630741596E0
3.214152984E1,-2.469619036E0,6.410475254E0,6.692990780E0
