"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.013115905E0,-2.431311846E0,6.400898457E0,6.683413982E0
9.023164161E0,-2.455253839E0,6.410475254E0,6.669048786E0
9.033170317E0,-2.445677042E0,6.420052052E0,6.659471989E0
9.043195050E0,-2.431311846E0,6.453570843E0,6.673837185E0
9.053217520E0,-2.426523447E0,6.439205647E0,6.683413982E0
9.063276286E0,-2.460042238E0,6.396110058E0,6.678625584E0
9.073266503E0,-2.455253839E0,6.434417248E0,6.692990780E0
9.083294239E0,-2.455253839E0,6.420052052E0,6.664260387E0
9.093310253E0,-2.431311846E0,6.424840450E0,6.640318394E0
9.103373339E0,-2.455253839E0,6.429628849E0,6.640318394E0
9.113371343E0,-2.421735048E0,6.420052052E0,6.669048786E0
9.123442635E0,-2.431311846E0,6.396110058E0,6.654683590E0
9.133416827E0,-2.464830637E0,6.434417248E0,6.649895191E0
9.143512078E0,-2.450465441E0,6.424840450E0,6.625953197E0
9.153471915E0,-2.460042238E0,6.424840450E0,6.659471989E0
9.163520162E0,-2.431311846E0,6.424840450E0,6.692990780E0
9.173522952E0,-2.445677042E0,6.429628849E0,6.659471989E0
9.183592387E0,-2.464830637E0,6.429628849E0,6.697779179E0
9.193578081E0,-2.455253839E0,6.439205647E0,6.645106792E0
9.203622871E0,-2.460042238E0,6.424840450E0,6.654683590E0
9.213624907E0,-2.445677042E0,6.410475254E0,6.659471989E0
9.223669753E0,-2.460042238E0,6.415263653E0,6.678625584E0
9.233675570E0,-2.455253839E0,6.434417248E0,6.683413982E0
9.243746154E0,-2.455253839E0,6.439205647E0,6.673837185E0
9.253735746E0,-2.450465441E0,6.429628849E0,6.659471989E0
9.263793521E0,-2.450465441E0,6.424840450E0,6.688202381E0
9.273793794E0,-2.440888643E0,6.424840450E0,6.678625584E0
9.283847844E0,-2.455253839E0,6.434417248E0,6.645106792E0
9.293845936E0,-2.445677042E0,6.429628849E0,6.688202381E0
9.303953046E0,-2.440888643E0,6.415263653E0,6.678625584E0
9.313911686E0,-2.450465441E0,6.410475254E0,6.649895191E0
9.323946801E0,-2.445677042E0,6.443994045E0,6.697779179E0
9.333972061E0,-2.445677042E0,6.415263653E0,6.673837185E0
9.343998383E0,-2.440888643E0,6.376956463E0,6.630741596E0
9.354003826E0,-2.436100245E0,6.429628849E0,6.649895191E0
9.364035168E0,-2.431311846E0,6.424840450E0,6.673837185E0
9.374055585E0,-2.445677042E0,6.439205647E0,6.664260387E0
9.384115083E0,-2.426523447E0,6.429628849E0,6.645106792E0
9.394117977E0,-2.436100245E0,6.415263653E0,6.692990780E0
9.404147976E0,-2.440888643E0,6.439205647E0,6.664260387E0
9.414165810E0,-2.440888643E0,6.448782444E0,6.678625584E0
9.424277348E0,-2.436100245E0,6.429628849E0,6.645106792E0
9.434236355E0,-2.450465441E0,6.420052052E0,6.630741596E0
9.444253991E0,-2.431311846E0,6.400898457E0,6.692990780E0
9.454277030E0,-2.460042238E0,6.424840450E0,6.688202381E0
9.464322208E0,-2.445677042E0,6.439205647E0,6.659471989E0
9.474338945E0,-2.450465441E0,6.424840450E0,6.649895191E0
9.484387794E0,-2.440888643E0,6.410475254E0,6.678625584E0
9.494393166E0,-2.455253839E0,6.420052052E0,6.702567577E0
9.504524304E0,-2.440888643E0,6.415263653E0,6.659471989E0
9.514483862E0,-2.445677042E0,6.410475254E0,6.630741596E0
9.524498293E0,-2.445677042E0,6.420052052E0,6.669048786E0
9.534503118E0,-2.436100245E0,6.415263653E0,6.654683590E0
9.544598544E0,-2.450465441E0,6.424840450E0,6.664260387E0
9.554570729E0,-2.440888643E0,6.439205647E0,6.654683590E0
9.564635615E0,-2.455253839E0,6.429628849E0,6.645106792E0
9.574665502E0,-2.455253839E0,6.429628849E0,6.692990780E0
9.584655688E0,-2.440888643E0,6.458359241E0,6.673837185E0
9.594672678E0,-2.440888643E0,6.415263653E0,6.692990780E0
9.604736772E0,-2.440888643E0,6.420052052E0,6.692990780E0
9.614756147E0,-2.436100245E0,6.410475254E0,6.664260387E0
9.624820845E0,-2.460042238E0,6.439205647E0,6.673837185E0
9.634824838E0,-2.455253839E0,6.443994045E0,6.673837185E0
9.644850109E0,-2.426523447E0,6.424840450E0,6.669048786E0
9.654879840E0,-2.450465441E0,6.443994045E0,6.688202381E0
9.664929920E0,-2.440888643E0,6.400898457E0,6.649895191E0
9.674896371E0,-2.455253839E0,6.420052052E0,6.635529995E0
9.684906182E0,-2.416946650E0,6.420052052E0,6.645106792E0
9.694922865E0,-2.445677042E0,6.434417248E0,6.678625584E0
9.705037776E0,-2.450465441E0,6.448782444E0,6.673837185E0
9.715032598E0,-2.445677042E0,6.429628849E0,6.664260387E0
9.725010921E0,-2.460042238E0,6.424840450E0,6.654683590E0
9.735048806E0,-2.460042238E0,6.424840450E0,6.659471989E0
9.745079150E0,-2.450465441E0,6.434417248E0,6.640318394E0
9.755138819E0,-2.431311846E0,6.434417248E0,6.649895191E0
9.765173428E0,-2.436100245E0,6.429628849E0,6.659471989E0
9.775160915E0,-2.450465441E0,6.400898457E0,6.664260387E0
9.785157698E0,-2.436100245E0,6.434417248E0,6.673837185E0
9.795186480E0,-2.440888643E0,6.434417248E0,6.673837185E0
9.805217828E0,-2.450465441E0,6.443994045E0,6.683413982E0
9.815256667E0,-2.450465441E0,6.420052052E0,6.649895191E0
9.825317088E0,-2.431311846E0,6.424840450E0,6.649895191E0
9.835332740E0,-2.460042238E0,6.420052052E0,6.688202381E0
9.845375769E0,-2.464830637E0,6.429628849E0,6.673837185E0
9.855414831E0,-2.426523447E0,6.429628849E0,6.664260387E0
9.865419137E0,-2.440888643E0,6.420052052E0,6.659471989E0
9.875387766E0,-2.445677042E0,6.420052052E0,6.678625584E0
9.885410598E0,-2.436100245E0,6.420052052E0,6.678625584E0
9.895456851E0,-2.445677042E0,6.405686855E0,6.678625584E0
9.905527284E0,-2.436100245E0,6.439205647E0,6.659471989E0
9.915541328E0,-2.450465441E0,6.429628849E0,6.673837185E0
9.925575256E0,-2.464830637E0,6.434417248E0,6.664260387E0
9.935613236E0,-2.469619036E0,6.439205647E0,6.673837185E0
9.945642519E0,-2.440888643E0,6.439205647E0,6.664260387E0
9.955656311E0,-2.445677042E0,6.405686855E0,6.659471989E0
9.965667371E0,-2.469619036E0,6.420052052E0,6.654683590E0
9.975675082E0,-2.450465441E0,6.420052052E0,6.649895191E0
9.985751267E0,-2.450465441E0,6.439205647E0,6.673837185E0
9.995756438E0,-2.455253839E0,6.434417248E0,6.654683590E0
1.000574260E1,-2.431311846E0,6.424840450E0,6.630741596E0
1.001583887E1,-2.445677042E0,6.434417248E0,6.673837185E0
1.002590526E1,-2.440888643E0,6.429628849E0,6.673837185E0
1.003592682E1,-2.440888643E0,6.434417248E0,6.678625584E0
1.004590392E1,-2.450465441E0,6.410475254E0,6.625953197E0
1.005588927E1,-2.460042238E0,6.420052052E0,6.649895191E0
1.006591035E1,-2.440888643E0,6.429628849E0,6.664260387E0
1.007597648E1,-2.445677042E0,6.420052052E0,6.678625584E0
1.008600634E1,-2.445677042E0,6.420052052E0,6.649895191E0
1.009605787E1,-2.464830637E0,6.439205647E0,6.664260387E0
1.010607080E1,-2.445677042E0,6.410475254E0,6.664260387E0
1.011608084E1,-2.426523447E0,6.429628849E0,6.659471989E0
1.012612677E1,-2.431311846E0,6.439205647E0,6.649895191E0
1.013610033E1,-2.464830637E0,6.443994045E0,6.649895191E0
1.014617066E1,-2.455253839E0,6.434417248E0,6.649895191E0
1.015618943E1,-2.440888643E0,6.443994045E0,6.678625584E0
1.016626853E1,-2.450465441E0,6.424840450E0,6.697779179E0
1.017626359E1,-2.440888643E0,6.434417248E0,6.673837185E0
1.018632150E1,-2.440888643E0,6.439205647E0,6.664260387E0
1.019632260E1,-2.436100245E0,6.420052052E0,6.630741596E0
1.020628568E1,-2.440888643E0,6.434417248E0,6.625953197E0
1.021636305E1,-2.436100245E0,6.434417248E0,6.654683590E0
1.022631850E1,-2.440888643E0,6.439205647E0,6.669048786E0
1.023633527E1,-2.445677042E0,6.424840450E0,6.649895191E0
1.024642816E1,-2.440888643E0,6.429628849E0,6.669048786E0
1.025646757E1,-2.464830637E0,6.415263653E0,6.654683590E0
1.026643079E1,-2.450465441E0,6.448782444E0,6.664260387E0
1.027650105E1,-2.436100245E0,6.439205647E0,6.659471989E0
1.028658866E1,-2.450465441E0,6.424840450E0,6.697779179E0
1.029655001E1,-2.450465441E0,6.439205647E0,6.649895191E0
1.030655985E1,-2.421735048E0,6.429628849E0,6.649895191E0
1.031666879E1,-2.445677042E0,6.420052052E0,6.688202381E0
1.032666498E1,-2.445677042E0,6.415263653E0,6.688202381E0
1.033674903E1,-2.445677042E0,6.429628849E0,6.683413982E0
1.034671337E1,-2.445677042E0,6.424840450E0,6.645106792E0
1.035673886E1,-2.450465441E0,6.415263653E0,6.649895191E0
1.036683065E1,-2.445677042E0,6.420052052E0,6.669048786E0
1.037686225E1,-2.431311846E0,6.410475254E0,6.659471989E0
1.038683357E1,-2.450465441E0,6.429628849E0,6.688202381E0
1.039687266E1,-2.445677042E0,6.434417248E0,6.669048786E0
1.040694459E1,-2.440888643E0,6.429628849E0,6.659471989E0
1.041687370E1,-2.445677042E0,6.439205647E0,6.664260387E0
1.042698123E1,-2.460042238E0,6.420052052E0,6.673837185E0
1.043702240E1,-2.450465441E0,6.420052052E0,6.640318394E0
1.044705893E1,-2.455253839E0,6.429628849E0,6.659471989E0
1.045708885E1,-2.436100245E0,6.443994045E0,6.664260387E0
1.046705248E1,-2.450465441E0,6.453570843E0,6.688202381E0
1.047701351E1,-2.426523447E0,6.443994045E0,6.683413982E0
1.048718396E1,-2.440888643E0,6.420052052E0,6.673837185E0
1.049718059E1,-2.440888643E0,6.420052052E0,6.649895191E0
1.050711692E1,-2.440888643E0,6.424840450E0,6.678625584E0
1.051718954E1,-2.455253839E0,6.443994045E0,6.669048786E0
1.052727167E1,-2.445677042E0,6.453570843E0,6.692990780E0
1.053731820E1,-2.445677042E0,6.429628849E0,6.678625584E0
1.054729365E1,-2.440888643E0,6.429628849E0,6.645106792E0
1.055731474E1,-2.440888643E0,6.439205647E0,6.645106792E0
1.056728669E1,-2.440888643E0,6.405686855E0,6.673837185E0
1.057738526E1,-2.450465441E0,6.443994045E0,6.678625584E0
1.058741114E1,-2.426523447E0,6.424840450E0,6.649895191E0
1.059741853E1,-2.440888643E0,6.429628849E0,6.669048786E0
1.060750391E1,-2.440888643E0,6.443994045E0,6.664260387E0
1.061744624E1,-2.436100245E0,6.434417248E0,6.688202381E0
1.062754916E1,-2.431311846E0,6.420052052E0,6.659471989E0
1.063751804E1,-2.464830637E0,6.420052052E0,6.654683590E0
1.064758963E1,-2.450465441E0,6.443994045E0,6.664260387E0
1.065764468E1,-2.440888643E0,6.424840450E0,6.678625584E0
1.066764869E1,-2.416946650E0,6.429628849E0,6.683413982E0
1.067760842E1,-2.455253839E0,6.420052052E0,6.688202381E0
1.068765566E1,-2.455253839E0,6.429628849E0,6.688202381E0
1.069765249E1,-2.450465441E0,6.429628849E0,6.654683590E0
1.070773738E1,-2.455253839E0,6.434417248E0,6.649895191E0
1.071765214E1,-2.440888643E0,6.439205647E0,6.659471989E0
1.072774336E1,-2.450465441E0,6.429628849E0,6.697779179E0
1.073780310E1,-2.460042238E0,6.443994045E0,6.649895191E0
1.074773503E1,-2.450465441E0,6.429628849E0,6.645106792E0
1.075783790E1,-2.460042238E0,6.458359241E0,6.688202381E0
1.076788944E1,-2.450465441E0,6.424840450E0,6.649895191E0
1.077784957E1,-2.436100245E0,6.415263653E0,6.678625584E0
1.078793460E1,-2.455253839E0,6.400898457E0,6.649895191E0
1.079787890E1,-2.450465441E0,6.410475254E0,6.659471989E0
1.080800317E1,-2.455253839E0,6.439205647E0,6.688202381E0
1.081798960E1,-2.426523447E0,6.420052052E0,6.692990780E0
1.082801990E1,-2.440888643E0,6.434417248E0,6.659471989E0
1.083804931E1,-2.440888643E0,6.439205647E0,6.649895191E0
1.084814603E1,-2.445677042E0,6.400898457E0,6.673837185E0
1.085818123E1,-2.445677042E0,6.429628849E0,6.678625584E0
1.086815275E1,-2.421735048E0,6.448782444E0,6.654683590E0
1.087809005E1,-2.455253839E0,6.434417248E0,6.678625584E0
1.088818729E1,-2.445677042E0,6.424840450E0,6.659471989E0
1.089828212E1,-2.431311846E0,6.420052052E0,6.669048786E0
1.090829913E1,-2.436100245E0,6.434417248E0,6.673837185E0
1.091825973E1,-2.440888643E0,6.420052052E0,6.654683590E0
1.092828450E1,-2.436100245E0,6.405686855E0,6.649895191E0
1.093832405E1,-2.445677042E0,6.410475254E0,6.683413982E0
1.094838050E1,-2.440888643E0,6.443994045E0,6.659471989E0
1.095841023E1,-2.455253839E0,6.424840450E0,6.688202381E0
1.096838455E1,-2.440888643E0,6.434417248E0,6.669048786E0
1.097848198E1,-2.450465441E0,6.424840450E0,6.673837185E0
1.098848598E1,-2.469619036E0,6.439205647E0,6.649895191E0
1.099846359E1,-2.445677042E0,6.443994045E0,6.664260387E0
1.100853056E1,-2.450465441E0,6.424840450E0,6.669048786E0
1.101861696E1,-2.440888643E0,6.420052052E0,6.659471989E0
1.102862028E1,-2.464830637E0,6.448782444E0,6.688202381E0
1.103855388E1,-2.455253839E0,6.453570843E0,6.649895191E0
1.104864390E1,-2.460042238E0,6.439205647E0,6.669048786E0
1.105863050E1,-2.445677042E0,6.424840450E0,6.649895191E0
1.106868993E1,-2.426523447E0,6.429628849E0,6.664260387E0
1.107866092E1,-2.431311846E0,6.448782444E0,6.669048786E0
1.108869552E1,-2.445677042E0,6.420052052E0,6.659471989E0
1.109874668E1,-2.445677042E0,6.410475254E0,6.664260387E0
1.110869146E1,-2.455253839E0,6.448782444E0,6.673837185E0
1.111883576E1,-2.450465441E0,6.434417248E0,6.649895191E0
1.112882702E1,-2.450465441E0,6.443994045E0,6.664260387E0
1.113884502E1,-2.440888643E0,6.420052052E0,6.659471989E0
1.114890194E1,-2.445677042E0,6.439205647E0,6.659471989E0
1.115888830E1,-2.455253839E0,6.429628849E0,6.645106792E0
1.116889516E1,-2.436100245E0,6.434417248E0,6.692990780E0
1.117899998E1,-2.440888643E0,6.443994045E0,6.688202381E0
1.118896127E1,-2.445677042E0,6.439205647E0,6.678625584E0
1.119904432E1,-2.455253839E0,6.415263653E0,6.654683590E0
1.120908251E1,-2.450465441E0,6.420052052E0,6.664260387E0
1.121910999E1,-2.440888643E0,6.415263653E0,6.678625584E0
1.122909277E1,-2.450465441E0,6.434417248E0,6.664260387E0
1.123907421E1,-2.455253839E0,6.424840450E0,6.659471989E0
1.124915567E1,-2.455253839E0,6.439205647E0,6.669048786E0
1.125922216E1,-2.469619036E0,6.434417248E0,6.673837185E0
1.126922081E1,-2.445677042E0,6.410475254E0,6.659471989E0
1.127913749E1,-2.455253839E0,6.420052052E0,6.669048786E0
1.128920501E1,-2.436100245E0,6.424840450E0,6.659471989E0
1.129932048E1,-2.426523447E0,6.415263653E0,6.678625584E0
1.130934039E1,-2.445677042E0,6.434417248E0,6.654683590E0
1.131933901E1,-2.445677042E0,6.448782444E0,6.654683590E0
1.132928366E1,-2.440888643E0,6.434417248E0,6.654683590E0
1.133930609E1,-2.445677042E0,6.448782444E0,6.664260387E0
1.134941910E1,-2.445677042E0,6.410475254E0,6.645106792E0
1.135948904E1,-2.440888643E0,6.439205647E0,6.678625584E0
1.136945154E1,-2.445677042E0,6.439205647E0,6.664260387E0
1.137946861E1,-2.426523447E0,6.443994045E0,6.673837185E0
1.138952576E1,-2.460042238E0,6.439205647E0,6.683413982E0
1.139955194E1,-2.455253839E0,6.429628849E0,6.659471989E0
1.140947023E1,-2.455253839E0,6.424840450E0,6.678625584E0
1.141956475E1,-2.460042238E0,6.429628849E0,6.640318394E0
1.142957906E1,-2.450465441E0,6.448782444E0,6.678625584E0
1.143952737E1,-2.436100245E0,6.429628849E0,6.654683590E0
1.144960994E1,-2.450465441E0,6.410475254E0,6.645106792E0
1.145965515E1,-2.450465441E0,6.429628849E0,6.678625584E0
1.146964921E1,-2.431311846E0,6.448782444E0,6.673837185E0
1.147974034E1,-2.450465441E0,6.439205647E0,6.664260387E0
1.148976072E1,-2.426523447E0,6.434417248E0,6.664260387E0
1.149980703E1,-2.436100245E0,6.429628849E0,6.654683590E0
1.150975253E1,-2.455253839E0,6.439205647E0,6.654683590E0
1.151977272E1,-2.421735048E0,6.420052052E0,6.688202381E0
1.152983222E1,-2.450465441E0,6.434417248E0,6.659471989E0
1.153989489E1,-2.460042238E0,6.424840450E0,6.664260387E0
1.154985864E1,-2.440888643E0,6.420052052E0,6.649895191E0
1.155983924E1,-2.450465441E0,6.439205647E0,6.669048786E0
1.156994170E1,-2.436100245E0,6.434417248E0,6.692990780E0
1.157988016E1,-2.436100245E0,6.420052052E0,6.659471989E0
1.158994151E1,-2.426523447E0,6.448782444E0,6.664260387E0
1.160002356E1,-2.450465441E0,6.420052052E0,6.664260387E0
1.161004513E1,-2.450465441E0,6.424840450E0,6.649895191E0
1.162006027E1,-2.431311846E0,6.434417248E0,6.669048786E0
1.163001634E1,-2.455253839E0,6.424840450E0,6.678625584E0
1.164003420E1,-2.440888643E0,6.420052052E0,6.664260387E0
1.165006350E1,-2.460042238E0,6.443994045E0,6.640318394E0
1.166014556E1,-2.464830637E0,6.420052052E0,6.697779179E0
1.167015822E1,-2.455253839E0,6.443994045E0,6.688202381E0
1.168009400E1,-2.455253839E0,6.439205647E0,6.669048786E0
1.169022738E1,-2.450465441E0,6.405686855E0,6.659471989E0
1.170016719E1,-2.445677042E0,6.415263653E0,6.654683590E0
1.171019874E1,-2.445677042E0,6.453570843E0,6.678625584E0
1.172024113E1,-2.450465441E0,6.420052052E0,6.669048786E0
1.173027632E1,-2.431311846E0,6.453570843E0,6.692990780E0
1.174030697E1,-2.445677042E0,6.439205647E0,6.654683590E0
1.175025052E1,-2.464830637E0,6.415263653E0,6.683413982E0
1.176037915E1,-2.440888643E0,6.405686855E0,6.654683590E0
1.177040872E1,-2.464830637E0,6.429628849E0,6.669048786E0
1.178040258E1,-2.440888643E0,6.448782444E0,6.669048786E0
1.179039778E1,-2.460042238E0,6.453570843E0,6.645106792E0
1.180036139E1,-2.436100245E0,6.453570843E0,6.673837185E0
1.181049873E1,-2.450465441E0,6.410475254E0,6.673837185E0
1.182055976E1,-2.450465441E0,6.420052052E0,6.649895191E0
1.183049196E1,-2.464830637E0,6.424840450E0,6.669048786E0
1.184051928E1,-2.455253839E0,6.429628849E0,6.649895191E0
1.185048515E1,-2.455253839E0,6.424840450E0,6.664260387E0
1.186056030E1,-2.440888643E0,6.424840450E0,6.683413982E0
1.187058698E1,-2.431311846E0,6.448782444E0,6.683413982E0
1.188056619E1,-2.469619036E0,6.429628849E0,6.664260387E0
1.189062978E1,-2.450465441E0,6.429628849E0,6.649895191E0
1.190065650E1,-2.440888643E0,6.429628849E0,6.659471989E0
1.191075670E1,-2.455253839E0,6.429628849E0,6.673837185E0
1.192072521E1,-2.455253839E0,6.434417248E0,6.678625584E0
1.193068274E1,-2.450465441E0,6.429628849E0,6.688202381E0
1.194071187E1,-2.445677042E0,6.434417248E0,6.649895191E0
1.195075061E1,-2.445677042E0,6.424840450E0,6.664260387E0
1.196083641E1,-2.436100245E0,6.443994045E0,6.669048786E0
1.197091766E1,-2.436100245E0,6.439205647E0,6.669048786E0
1.198096921E1,-2.431311846E0,6.429628849E0,6.659471989E0
1.199086234E1,-2.455253839E0,6.434417248E0,6.673837185E0
1.199086234E1,-2.469619036E0,6.429628849E0,6.659471989E0
1.200031399E1,-2.469619036E0,6.453570843E0,6.664260387E0
1.201037845E1,-2.483984232E0,6.410475254E0,6.630741596E0
1.202041959E1,-2.455253839E0,6.415263653E0,6.630741596E0
1.203030453E1,-2.455253839E0,6.443994045E0,6.649895191E0
1.204037490E1,-2.469619036E0,6.453570843E0,6.673837185E0
1.205046242E1,-2.460042238E0,6.448782444E0,6.654683590E0
1.206055104E1,-2.455253839E0,6.443994045E0,6.649895191E0
1.207051454E1,-2.479195833E0,6.429628849E0,6.649895191E0
1.208053917E1,-2.455253839E0,6.424840450E0,6.635529995E0
1.209062326E1,-2.483984232E0,6.434417248E0,6.678625584E0
1.210062730E1,-2.483984232E0,6.429628849E0,6.664260387E0
1.211066379E1,-2.469619036E0,6.443994045E0,6.649895191E0
1.212060636E1,-2.474407434E0,6.434417248E0,6.649895191E0
1.213073731E1,-2.460042238E0,6.424840450E0,6.649895191E0
1.214069068E1,-2.469619036E0,6.415263653E0,6.649895191E0
1.215079847E1,-2.460042238E0,6.448782444E0,6.659471989E0
1.216075924E1,-2.469619036E0,6.424840450E0,6.640318394E0
1.217077325E1,-2.455253839E0,6.424840450E0,6.649895191E0
1.218069724E1,-2.460042238E0,6.429628849E0,6.664260387E0
1.219086081E1,-2.460042238E0,6.429628849E0,6.678625584E0
1.220090153E1,-2.474407434E0,6.415263653E0,6.669048786E0
1.221095270E1,-2.469619036E0,6.424840450E0,6.640318394E0
1.222097503E1,-2.440888643E0,6.429628849E0,6.645106792E0
1.223099429E1,-2.460042238E0,6.420052052E0,6.673837185E0
1.224095997E1,-2.488772631E0,6.429628849E0,6.645106792E0
1.225105323E1,-2.488772631E0,6.429628849E0,6.654683590E0
1.226106193E1,-2.469619036E0,6.429628849E0,6.649895191E0
1.227095205E1,-2.469619036E0,6.434417248E0,6.640318394E0
1.228095444E1,-2.479195833E0,6.420052052E0,6.654683590E0
1.229110499E1,-2.464830637E0,6.405686855E0,6.659471989E0
1.230103059E1,-2.450465441E0,6.434417248E0,6.669048786E0
1.231103165E1,-2.460042238E0,6.415263653E0,6.621164799E0
1.232106698E1,-2.464830637E0,6.424840450E0,6.635529995E0
1.233115878E1,-2.474407434E0,6.429628849E0,6.678625584E0
1.234119147E1,-2.440888643E0,6.405686855E0,6.664260387E0
1.235121814E1,-2.460042238E0,6.429628849E0,6.659471989E0
1.236123733E1,-2.460042238E0,6.439205647E0,6.645106792E0
1.237122543E1,-2.479195833E0,6.424840450E0,6.683413982E0
1.238131252E1,-2.469619036E0,6.400898457E0,6.659471989E0
1.239128261E1,-2.464830637E0,6.434417248E0,6.678625584E0
1.240134514E1,-2.464830637E0,6.429628849E0,6.659471989E0
1.241147498E1,-2.474407434E0,6.429628849E0,6.616376400E0
1.242142049E1,-2.469619036E0,6.453570843E0,6.640318394E0
1.243150776E1,-2.474407434E0,6.443994045E0,6.654683590E0
1.244155561E1,-2.464830637E0,6.429628849E0,6.664260387E0
1.245148464E1,-2.469619036E0,6.434417248E0,6.625953197E0
1.246159598E1,-2.483984232E0,6.429628849E0,6.630741596E0
1.247150033E1,-2.474407434E0,6.434417248E0,6.635529995E0
1.248157638E1,-2.460042238E0,6.424840450E0,6.654683590E0
1.249154536E1,-2.464830637E0,6.429628849E0,6.640318394E0
1.250161915E1,-2.464830637E0,6.439205647E0,6.645106792E0
1.251171970E1,-2.455253839E0,6.434417248E0,6.654683590E0
1.252174837E1,-2.460042238E0,6.434417248E0,6.678625584E0
1.253168468E1,-2.474407434E0,6.429628849E0,6.659471989E0
1.254182268E1,-2.488772631E0,6.448782444E0,6.640318394E0
1.255185017E1,-2.464830637E0,6.429628849E0,6.659471989E0
1.256176937E1,-2.455253839E0,6.434417248E0,6.654683590E0
1.257178846E1,-2.460042238E0,6.443994045E0,6.649895191E0
1.258186392E1,-2.455253839E0,6.424840450E0,6.669048786E0
1.259195040E1,-2.474407434E0,6.424840450E0,6.649895191E0
1.260197335E1,-2.479195833E0,6.424840450E0,6.654683590E0
1.261191068E1,-2.460042238E0,6.429628849E0,6.645106792E0
1.262203222E1,-2.455253839E0,6.429628849E0,6.654683590E0
1.263201520E1,-2.464830637E0,6.439205647E0,6.654683590E0
1.264210243E1,-2.469619036E0,6.429628849E0,6.664260387E0
1.265209244E1,-2.469619036E0,6.453570843E0,6.645106792E0
1.266208956E1,-2.474407434E0,6.434417248E0,6.649895191E0
1.267205034E1,-2.479195833E0,6.439205647E0,6.654683590E0
1.268218090E1,-2.464830637E0,6.420052052E0,6.659471989E0
1.269220055E1,-2.469619036E0,6.443994045E0,6.664260387E0
1.270213169E1,-2.479195833E0,6.420052052E0,6.654683590E0
1.271220770E1,-2.469619036E0,6.443994045E0,6.649895191E0
1.272224853E1,-2.479195833E0,6.453570843E0,6.640318394E0
1.273228428E1,-2.474407434E0,6.415263653E0,6.659471989E0
1.274223377E1,-2.474407434E0,6.443994045E0,6.659471989E0
1.275237379E1,-2.450465441E0,6.434417248E0,6.649895191E0
1.276231639E1,-2.469619036E0,6.448782444E0,6.659471989E0
1.277244956E1,-2.464830637E0,6.434417248E0,6.616376400E0
1.278246265E1,-2.474407434E0,6.429628849E0,6.669048786E0
1.279243331E1,-2.469619036E0,6.448782444E0,6.654683590E0
1.280250274E1,-2.474407434E0,6.448782444E0,6.669048786E0
1.281245248E1,-2.474407434E0,6.410475254E0,6.630741596E0
1.282254130E1,-2.479195833E0,6.424840450E0,6.649895191E0
1.283252135E1,-2.479195833E0,6.429628849E0,6.654683590E0
1.284258604E1,-2.488772631E0,6.415263653E0,6.659471989E0
1.285255259E1,-2.488772631E0,6.448782444E0,6.635529995E0
1.286254728E1,-2.474407434E0,6.434417248E0,6.616376400E0
1.287261134E1,-2.474407434E0,6.410475254E0,6.664260387E0
1.288273108E1,-2.479195833E0,6.434417248E0,6.645106792E0
1.289272213E1,-2.469619036E0,6.434417248E0,6.654683590E0
1.290267498E1,-2.460042238E0,6.439205647E0,6.630741596E0
1.291267932E1,-2.464830637E0,6.415263653E0,6.635529995E0
1.292269527E1,-2.488772631E0,6.434417248E0,6.659471989E0
1.293275472E1,-2.464830637E0,6.420052052E0,6.664260387E0
1.294276169E1,-2.483984232E0,6.458359241E0,6.673837185E0
1.295278284E1,-2.460042238E0,6.443994045E0,6.649895191E0
1.296282196E1,-2.464830637E0,6.415263653E0,6.654683590E0
1.297285671E1,-2.469619036E0,6.420052052E0,6.673837185E0
1.298293619E1,-2.479195833E0,6.424840450E0,6.678625584E0
1.299289309E1,-2.483984232E0,6.439205647E0,6.659471989E0
1.300296927E1,-2.464830637E0,6.429628849E0,6.640318394E0
1.301294701E1,-2.464830637E0,6.443994045E0,6.621164799E0
1.302308843E1,-2.469619036E0,6.410475254E0,6.654683590E0
1.303301080E1,-2.450465441E0,6.429628849E0,6.645106792E0
1.304302597E1,-2.474407434E0,6.448782444E0,6.640318394E0
1.305308122E1,-2.474407434E0,6.429628849E0,6.635529995E0
1.306309353E1,-2.464830637E0,6.424840450E0,6.645106792E0
1.307324373E1,-2.483984232E0,6.420052052E0,6.649895191E0
1.308321545E1,-2.479195833E0,6.443994045E0,6.640318394E0
1.309324688E1,-2.483984232E0,6.424840450E0,6.649895191E0
1.310320613E1,-2.488772631E0,6.453570843E0,6.645106792E0
1.311325498E1,-2.474407434E0,6.439205647E0,6.625953197E0
1.312331720E1,-2.483984232E0,6.439205647E0,6.664260387E0
1.313333332E1,-2.469619036E0,6.443994045E0,6.654683590E0
1.314331396E1,-2.479195833E0,6.443994045E0,6.645106792E0
1.315335717E1,-2.483984232E0,6.420052052E0,6.654683590E0
1.316336645E1,-2.464830637E0,6.443994045E0,6.625953197E0
1.317341401E1,-2.479195833E0,6.443994045E0,6.664260387E0
1.318341941E1,-2.460042238E0,6.420052052E0,6.659471989E0
1.319355315E1,-2.474407434E0,6.420052052E0,6.654683590E0
1.320359935E1,-2.479195833E0,6.429628849E0,6.654683590E0
1.321365687E1,-2.469619036E0,6.434417248E0,6.664260387E0
1.322354525E1,-2.474407434E0,6.434417248E0,6.664260387E0
